,gene,start,end
3232,STM1056,1143511,1143702
3234,pepN,1144119,1146741
3238,pyrD,1146875,1147959
3243,ycbW,1148119,1148667
3246,STM1060,1148664,1149786
3249,ycbY,1149872,1151980
3251,uup,1151981,1153900
3254,pqiA,1153904,1155168
3258,pqiB,1155157,1156813
3260,ymbA,1156798,1157373
3263,rmf,1157615,1157796
3266,fabA,1157896,1158479
3272,lonH,1158483,1160243
3274,ycbG,1160409,1160881
3277,ompA,1160953,1162133
3283,sulA,1162362,1163017
3289,yccR,1163078,1163693
3292,yccS,1163680,1165833
3294,yccF,1165852,1166318
3297,helD,1166406,1168476
3300,mgsA,1168512,1168983
3303,yccT,1169065,1169739
3306,STM1078,1169888,1170314
3309,yccV,1170359,1170685
3312,yccW,1170734,1171958
3315,STM1081,1172149,1172708
3318,STM1082,1172728,1173513
3321,yccX,1173549,1173843
3324,yccK,1173840,1174179
3327,yccA,1174256,1174915
3329,serT,1175309,1175393
3332,pipA,1175536,1176224
3335,pipB,1176438,1177320
3338,STM1089,1177531,1177851
3340,pipC,1177861,1178208
3343,sopB,1178219,1179912
3346,orfX,1180229,1180406
3349,STM1093,1180407,1180524
3352,pipD,1180626,1182100
3355,copS,1182268,1183651
3357,copR,1183625,1184377
3361,STM1097,1184429,1184851
3364,hpaC,1185184,1185708
3367,hpaB,1185714,1187283
3370,hpaR,1187494,1187938
3373,hpaG,1188201,1189498
3377,hpaE,1189481,1190961
3379,hpaD,1190958,1191814
3382,hpaF,1191818,1192204
3385,hpaH,1192336,1193150
3388,hpaI,1193154,1193952
3391,hpaX,1194017,1195400
3394,hpaA,1195402,1196306
3397,STM1109,1196316,1197258
3400,STM1110,1197666,1198040
3403,yccD,1198682,1199002
3406,cbpA,1198987,1199999
3411,scsA,1200137,1200504
3414,scsB,1200547,1202439
3417,scsC,1202429,1203059
3420,scsD,1203044,1203555
3423,agp,1203676,1204929
3426,yccJ,1204963,1205203
3429,wraB,1205211,1205821
3434,ymdF,1206186,1206359
3436,ycdC,1206483,1207134
3439,STM1123,1207131,1207533
3442,putA,1207585,1211547
3447,putP,1211904,1213477
3452,phoH,1214284,1215158
3455,STM1127,1215264,1216153
3458,STM1128,1216430,1217938
3461,STM1129,1218263,1218949
3464,STM1130,1219449,1220609
3466,STM1131,1220643,1221347
3469,STM1132,1221618,1222910
3472,STM1133,1222913,1224027
3475,serX,1224732,1224816
3478,ycdW,1225044,1225993
3481,ycdX,1226065,1226814
3484,ycdY,1226824,1227392
3487,ycdZ,1227445,1227975
3489,csgG,1228014,1228860
3492,csgF,1228874,1229302
3495,csgE,1229317,1229726
3498,csgD,1229717,1230380
3501,csgB,1231000,1231577
3506,csgA,1231605,1232074
3509,csgC,1232127,1232462
3512,ymdA,1232582,1232913
3515,STM1147,1232988,1233541
3518,ymdC,1233480,1234964
3520,mdoC,1234981,1236153
3523,mdoG,1236311,1237942
3527,mdoH,1237935,1240478
3529,yceK,1240542,1240779
3532,msyB,1240780,1241167
3535,yceE,1241236,1242460
3538,htrB,1242605,1243535
3541,yceA,1243730,1244797
3544,yceI,1244849,1245437
3546,STM1158,1245421,1246004
3550,yceO,1246256,1246379
3553,solA,1246410,1247537
3556,yceP,1247641,1247907
3559,dinI,1248185,1248442
3562,pyrC,1248504,1249628
3568,yceB,1249655,1250225
3571,grxB,1250340,1250997
3574,yceL,1251051,1252267
3577,rimJ,1252476,1253080
3580,yceH,1253097,1253763
3584,mviM,1253752,1254688
3586,mviN,1254942,1256527
3589,flgN,1256609,1257031
3591,flgM,1257036,1257341
3594,flgA,1257421,1258094
3597,flgB,1258229,1258653
3600,flgC,1258643,1259061
3603,flgD,1259061,1259771
3606,flgE,1259786,1261009
3609,flgF,1261017,1261785
3612,flgG,1261788,1262581
3615,flgH,1262630,1263334
3618,flgI,1263337,1264443
3621,flgJ,1264429,1265393
3624,flgK,1265447,1267119
3627,flgL,1267119,1268087
3630,rne,1268344,1271547
3633,rluC,1272121,1273080
3635,STM1188,1273236,1273979
3637,yceF,1274481,1275077
3640,yceD,1275222,1275784
3644,rpmF,1275822,1276009
3647,plsX,1276126,1277222
3650,fabH,1277302,1278255
3652,fabD,1278259,1279200
3655,fabG,1279203,1279947
3658,acpP,1280087,1280339
3661,fabF,1280412,1281666
3664,pabC,1281779,1282599
3667,yceG,1282602,1283624
3669,tmk,1283604,1284255
3673,holB,1284238,1285256
3675,ycfH,1285257,1286064
3678,ptsG,1286342,1287792
3681,fhuE,1287877,1290063
3684,ycfF,1290381,1290752
3688,ycfL,1290742,1291129
3690,ycfM,1291128,1291781
3694,ycfN,1291753,1292586
3696,nagZ,1292585,1293622
3699,ycfP,1293636,1294189
3704,ndh,1294327,1295748
3709,ycfJ,1295913,1296466
3712,ycfQ,1296541,1297192
3715,ycfR,1297406,1297675
3718,ycfS,1297772,1298751
3721,mfd,1298885,1302349
3724,ycfU,1302558,1303868
3726,ycfV,1303848,1304562
3730,ycfW,1304548,1305806
3732,ycfX,1305824,1306746
3735,cobB,1306756,1307586
3738,potD,1307668,1308727
3741,potC,1308739,1309532
3744,sifA,1309834,1310844
3746,potB,1311173,1312052
3749,potA,1312020,1313156
3751,pepT,1313395,1314636
3754,STM1228,1314636,1315974
3757,ycfD,1316014,1317148
3760,phoQ,1317216,1318679
3762,phoP,1318679,1319365
3765,purB,1319477,1320862
3767,ycfC,1320851,1321550
3773,trmU,1321579,1322739
3776,ymfB,1322739,1323210
3779,STM1236,1323212,1323549
3782,ymfC,1323538,1324203
3785,icdA,1324219,1325625
3791,STM1239,1326065,1327197
3794,envF,1328179,1328972
3797,msgA,1329456,1329702
3800,envE,1329886,1330411
3803,STM1243,1330822,1331045
3806,pagD,1331166,1331437
3810,pagC,1332234,1332798
3813,STM1247,1333199,1333272
3817,STM1249,1334035,1334385
3820,STM1250,1335077,1335354
3823,STM1251,1335498,1335973
3826,STM1252,1336306,1337355
3829,STM1253,1337438,1337981
3832,STM1254,1338117,1338436
3835,STM1255,1339105,1340747
3838,STM1256,1340741,1341721
3841,STM1257,1341704,1342523
3844,STM1258,1342510,1343314
3847,STM1259,1343301,1343898
3850,STM1260,1343980,1345119
3853,STM1261,1345300,1345633
3856,STM1262,1345637,1345710
3859,STM1263,1345815,1346477
3862,aadA,1346579,1347374
3865,STM1265,1347512,1348112
3868,STM1266,1348176,1349029
3871,STM1267,1349284,1349542
3874,STM1268,1349611,1349764
3877,STM1269,1349836,1350388
3880,yeaS,1350570,1351223
3883,yeaR,1351385,1351758
3886,yoaG,1351745,1351943
3889,STM1273,1352168,1352814
3892,yeaQ,1353120,1353377
3895,yaoF,1353799,1354061
3898,STM1276,1354125,1354441
3901,yeaO,1354427,1354786
3904,yeaN,1354893,1356094
3907,yeaM,1356166,1356972
3910,yeaL,1356952,1357398
3913,STM1281,1357592,1357711
3916,yeaK,1357708,1358240
3919,yeaJ,1358276,1359786
3922,yeaH,1360410,1361707
3925,yeaG,1361819,1363767
3928,mipA,1364165,1364926
3931,STM1287,1365216,1366412
3933,STM1288,1366503,1367366
3936,yeaD,1367465,1368361
3939,gapA,1368684,1369691
3942,yeaA,1369983,1370434
3945,yeaC,1370460,1370754
3948,pncA,1371106,1371774
3951,ansA,1371789,1372822
3954,sppA,1372901,1374769
3957,ydjA,1374917,1375482
3960,selD,1375588,1376643
3963,topB,1376648,1378597
3965,gdhA,1378627,1379985
3968,STM1300,1380198,1380484
3971,STM1301,1380444,1380860
3973,xthA,1380933,1381751
3976,astC,1382176,1383411
3979,astA,1383392,1384436
3983,astD,1384419,1385911
3985,astB,1385900,1387251
3988,astE,1387231,1388212
3991,spy,1388532,1389033
3994,STM1309,1389108,1390016
3996,nadE,1390110,1390948
3999,osmE,1391028,1391497
4005,celA,1391785,1392118
4008,celB,1392187,1393559
4011,celC,1393599,1393957
4014,celD,1393958,1394810
4017,celF,1394923,1396290
4020,celG,1396293,1397061
4023,katE,1397105,1399372
4026,cedA,1399662,1399964
4031,ydjN,1400066,1401470
4034,ydjM,1401594,1402193
4036,yniC,1402331,1403013
4039,yniB,1403137,1403684
4042,STM1324,1403727,1404602
4045,ydiZ,1404694,1404994
4048,pfkB,1405081,1406025
4051,ydiY,1406287,1407060
4054,STM1328,1407109,1408075
4057,STM1329,1408204,1408525
4061,STM1330,1408515,1409376
4063,STM1331,1409545,1409755
4066,rfc,1410078,1411306
4069,thrS,1412182,1414121
4072,infC,1414213,1414667
4075,rpmI,1414748,1414960
4078,rplT,1414998,1415367
4081,pheS,1415659,1416652
4084,pheT,1416656,1419055
4087,himA,1418921,1419359
4092,btuC,1419553,1420542
4095,btuE,1420622,1421185
4098,btuD,1421185,1421934
4100,nlpC,1421996,1422475
4103,ydiV,1422781,1423502
4106,ydiU,1423553,1425006
4109,ydiE,1425041,1425232
4111,aroH,1425389,1426471
4116,ydiA,1426591,1427437
4119,pps,1427610,1430139
4124,ydiD,1430181,1431833
4127,ydiT,1431911,1432220
4130,ydiS,1432201,1433501
4133,ydiR,1433544,1434495
4136,ydiQ,1434501,1435276
4139,ydiP,1435719,1436618
4142,ydiO,1436694,1437858
4145,ydiF,1437859,1439412
4147,aroD,1439608,1440377
4150,ydiB,1440411,1441289
4153,ydiN,1441344,1442595
4156,ydiM,1442943,1444162
4159,ydiL,1444295,1444654
4161,rprA,1444822,1444928
4164,ydiK,1445112,1446246
4167,ydiJ,1446477,1449551
4170,STM1366,1449534,1449958
4173,ydiH,1450009,1450245
4176,STM1368,1450533,1451885
4179,sufA,1452295,1452674
4182,sufB,1452672,1454170
4185,sufC,1454176,1454933
4189,sufD,1454895,1456179
4191,sufS,1456163,1457396
4194,ynhA,1457401,1457825
4197,ynhG,1457967,1458981
4200,lppB,1459048,1459287
4202,lpp,1459370,1459619
4205,pykF,1459917,1461452
4210,orf48,1461731,1463080
4213,orf32,1463096,1463992
4216,orf245,1464048,1464792
4219,orf408,1464797,1466030
4222,ttrA,1466346,1469416
4224,ttrC,1469401,1470431
4227,ttrB,1470424,1471176
4230,ttrS,1471334,1473118
4233,ttrR,1473088,1473713
4236,orf70,1473792,1474023
4239,orf319,1474119,1475089
4242,orf242,1475251,1475979
4244,ssrB,1476158,1476801
4247,ssrA,1476827,1479596
4250,ssaB,1479990,1480391
4252,ssaC,1480387,1481886
4255,ssaD,1481867,1483078
4257,ssaE,1483080,1483328
4260,sseA,1483585,1483918
4263,sseB,1483919,1484515
4266,sscA,1484507,1484985
4270,sseC,1484980,1486442
4272,sseD,1486451,1487045
4275,sseE,1487042,1487464
4278,sscB,1487516,1487950
4280,sseF,1487962,1488748
4283,sseG,1488741,1489434
4286,ssaG,1489521,1489743
4289,ssaH,1489778,1490011
4292,ssaI,1490023,1490271
4295,ssaJ,1490262,1491017
4297,STM1410,1491035,1491583
4300,ssaK,1491574,1492254
4303,ssaL,1492216,1493236
4305,ssaM,1493288,1493662
4309,ssaV,1493640,1495692
4311,ssaN,1495674,1496983
4314,ssaO,1496986,1497363
4317,ssaP,1497339,1497718
4320,ssaQ,1497692,1498667
4322,ssaR,1498732,1499382
4325,ssaS,1499375,1499645
4328,ssaT,1499641,1500425
4332,ssaU,1500417,1501480
4334,valW,1501631,1501704
4337,valV,1501718,1501791
4340,ydhE,1501953,1503337
4343,ribE,1503529,1504184
4346,cfa,1504226,1505385
4349,ydhC,1505664,1506880
4352,ydhB,1506972,1507914
4355,purR,1507911,1509032
4362,sodB,1509404,1509998
4365,ydhO,1510112,1510966
4367,ydhD,1511254,1511615
4370,rnt,1511693,1512340
4372,gloA,1512441,1512861
4375,nemA,1512917,1514025
4378,ydhM,1514073,1514672
4380,ydhL,1514764,1515014
4383,ydhF,1515053,1515961
4386,sodC,1516033,1516562
4389,STM1441,1516538,1518583
4391,ydhJ,1518577,1519473
4394,ydhI,1519440,1519690
4397,slyA,1519865,1520311
4400,slyB,1520359,1520840
4403,ydhH,1521087,1522219
4406,ydhA,1522289,1522636
4409,pdxH,1522695,1523351
4411,tyrS,1523466,1524752
4414,pdxY,1524801,1525672
4417,gst,1525731,1526348
4420,ydgR,1526441,1527955
4423,nth,1528548,1529196
4426,ydgQ,1529183,1529888
4428,ydgP,1529878,1530509
4432,ydgO,1530502,1531569
4435,STM1457,1531561,1533778
4437,ydgM,1533761,1534358
4440,STM1459,1534339,1534931
4444,ydgK,1534997,1535448
4447,ydgT,1535526,1535756
4450,ydgJ,1536297,1537412
4452,add,1537487,1538488
4456,ydgA,1539192,1540713
4459,manA,1540803,1541990
4465,fumA,1542178,1543824
4467,fumC,1543884,1545395
4472,tus,1545392,1546321
4474,rstB,1546397,1547711
4477,STM1472,1547809,1549522
4480,ompN,1549668,1550813
4484,rstA,1551281,1552012
4486,ydgC,1552133,1552474
4489,ydgI,1552536,1553928
4492,ydgH,1554217,1555174
4495,pntA,1555562,1557217
4500,pntB,1557216,1558616
4503,STM1481,1558791,1559836
4506,ydgF,1560230,1560605
4509,ydgE,1560579,1560921
4512,STM1484,1560961,1561782
4514,STM1485,1562051,1562346
4517,ynfM,1562694,1563958
4520,ynfL,1564067,1564966
4522,mlc,1565081,1566314
4525,ynfK,1566428,1567135
4528,STM1490,1567091,1568380
4530,STM1491,1568516,1569670
4532,STM1492,1569664,1570318
4536,STM1493,1570321,1571230
4539,STM1494,1571252,1571968
4542,ynfI,1572267,1572881
4544,STM1496,1572924,1573794
4546,STM1497,1573783,1574412
4550,STM1498,1574411,1576846
4552,STM1499,1576945,1579395
4555,ynfD,1579540,1579857
4558,ynfC,1579943,1580662
4560,speG,1580703,1581274
4563,ynfB,1581299,1581652
4566,ynfA,1581793,1582119
4568,rspA,1582230,1583455
4571,rspB,1583454,1584485
4574,ydfJ,1584539,1585516
4576,ydfI,1586051,1587528
4579,ydfZ,1587595,1587812
4582,ydfH,1587979,1588673
4585,ydfG,1588795,1589554
4588,dcp,1589668,1591722
4591,STM1513,1592060,1592249
4594,ydeJ,1592369,1592911
4597,ydeI,1593312,1593715
4600,ydeE,1594407,1595602
4603,ydeD,1595813,1596724
4606,marB,1596843,1597070
4609,marA,1597087,1597540
4612,marR,1597490,1598122
4617,marC,1598164,1598848
4620,ydeA,1598895,1600085
4622,yneJ,1600201,1601082
4625,yneI,1601166,1602564
4628,yneH,1602625,1603563
4631,yneG,1603544,1603922
4634,STM1527,1604132,1605093
4637,STM1528,1605149,1605691
4639,STM1529,1605534,1605866
4642,STM1530,1606403,1607526
4645,STM1531,1607667,1608015
4648,STM1532,1608021,1608914
4651,STM1533,1608896,1609963
4654,STM1534,1609975,1610392
4656,STM1535,1610382,1610685
4660,STM1536,1610681,1611296
4663,STM1537,1611295,1612042
4666,STM1538,1611989,1613797
4669,STM1539,1613794,1614902
4672,STM1540,1615319,1616417
4675,STM1541,1616457,1617254
4678,STM1542,1617313,1618344
4681,STM1543,1618313,1619606
4684,pqaA,1619776,1621332
4686,STM1545,1621402,1622648
4689,STM1546,1622633,1624152
4692,STM1547,1624178,1624674
4695,STM1548,1624906,1625946
4697,STM1549,1625998,1626399
4700,STM1550,1626558,1626848
4702,STM1551,1626832,1627088
4706,STM1552,1627912,1628820
4709,STM1554,1630398,1631871
4712,STM1555,1632123,1633130
4714,STM1556,1633267,1634725
4717,STM1557,1634727,1635940
4720,STM1558,1636053,1638135
4723,STM1559,1638185,1640719
4725,STM1560,1640710,1642500
4729,STM1561,1642623,1643414
4732,STM1562,1643551,1643894
4735,osmC,1644230,1644674
4738,yddX,1645161,1645389
4741,rpsV,1645473,1645627
4744,sfcA,1645804,1647501
4746,adhP,1647775,1648797
4749,fdnI,1648888,1649557
4752,fdnH,1649537,1650432
4755,fdnG,1650435,1653489
4758,yddG,1653807,1654641
4761,nmpC,1655153,1656254
4764,STM1573,1656398,1656778
4766,smvA,1656803,1658295
4769,STM1575,1658402,1658986
4772,narU,1659191,1660589
4775,narZ,1660668,1664421
4778,narY,1664404,1665962
4781,narW,1665951,1666657
4784,narV,1666644,1667334
4787,yddE,1667427,1668333
4790,nhoA,1668369,1669227
4793,STM1583,1669498,1670137
4796,ansP,1670632,1672136
4799,STM1585,1672213,1672441
4802,STM1586,1672579,1673652
4805,yncD,1673893,1676024
4808,yncC,1676091,1676773
4811,yncB,1677090,1678160
4813,yncA,1678327,1678854
4816,ydcZ,1678840,1679303
4819,ydcY,1679308,1679552
4822,srfA,1679760,1681084
4825,srfB,1681083,1684070
4828,srfC,1684062,1686211
4831,ydcX,1686256,1686528
4834,ydcW,1686828,1688287
4837,ydcR,1688388,1689812
4839,pdgL,1689948,1690725
4842,STM1600,1690977,1691211
4845,ugtL,1691240,1691646
4848,sifB,1692171,1693125
4851,yncJ,1693388,1693629
4854,ydcP,1693630,1695612
4857,ydcN,1695673,1696220
4860,STM1606,1696291,1697478
4863,STM1607,1697532,1698213
4866,tehB,1698356,1698962
4869,tehA,1698939,1699952
4871,ydcK,1700046,1701039
4874,rimL,1701036,1701587
4877,STM1612,1701780,1702910
4880,STM1613,1702901,1703188
4883,STM1614,1703188,1704512
4886,STM1615,1704511,1705332
4889,STM1616,1705448,1705901
4892,STM1617,1705901,1706545
4895,STM1618,1706545,1707352
4898,STM1619,1707344,1707789
4901,STM1620,1707836,1709043
4904,STM1621,1709050,1709625
4906,ydcG,1709821,1711494
4909,STM1623,1711696,1713211
4912,STM1624,1713253,1714612
4915,ydcI,1714889,1715812
4917,trg,1715873,1717504
4920,STM1627,1717667,1718798
4923,STM1628,1718817,1719103
4926,STM1629,1719608,1720016
4929,STM1630,1720145,1720861
4931,sseJ,1721280,1722513
4934,STM1632,1722634,1722978
4936,STM1633,1723877,1724646
4939,STM1634,1724647,1725300
4942,STM1635,1725318,1726056
4945,STM1636,1726047,1726733
4948,STM1637,1726863,1728420
4951,STM1638,1729109,1729546
4953,cybB,1729817,1730358
4956,ydcF,1730464,1731275
4959,hrpA,1731328,1735230
4961,acpD,1735419,1736036
4964,STM1643,1736033,1736482
4966,ydbL,1736625,1736957
4969,ynbE,1736956,1737158
4972,ydbH,1737147,1739800
4975,ldhA,1740009,1741012
4978,hslJ,1741113,1741533
4981,STM1649,1741577,1741843
4984,STM1650,1741754,1742058
4987,nifJ,1742108,1745643
4990,ynaF,1746114,1746559
4993,STM1653,1746609,1746964
4996,ydaO,1747290,1748238
4999,dbpA,1748282,1749655
5001,STM1656,1750142,1751136
5004,STM1657,1751271,1752430
5007,ydaL,1752836,1753413
5010,ogt,1753649,1754172
5014,fnr,1754273,1755120
5019,ydaA,1755258,1756218
5022,ynaJ,1756273,1756539
5025,ynaI,1756748,1757797
5028,STM1664,1757883,1758485
5030,STM1665,1758522,1759215
5034,STM1667,1759687,1760244
5036,STM1668,1760343,1761179
5039,STM1669,1761194,1763184
5042,STM1670,1763251,1764101
5045,STM1671,1764383,1765247
5048,STM1672,1765638,1766747
5050,STM1673,1766961,1767215
5052,STM1674,1767326,1767923
5055,STM1675,1767982,1768707
5058,STM1676,1768798,1769672
5061,STM1677,1769941,1770851
5064,STM1678,1770959,1771894
5067,mppA,1771991,1773615
5070,ycjI,1773794,1774522
5072,ycjG,1774497,1775473
5075,tpx,1775565,1776084
5078,tyrR,1776174,1777837
5084,ycjF,1777863,1778940
5087,ycjX,1778921,1780337
5090,pspE,1780467,1780793
5093,pspD,1780857,1781084
5096,pspC,1781098,1781472
5098,pspB,1781457,1781692
5102,pspA,1781741,1782421
5105,pspF,1782565,1783560
5108,sapA,1783672,1785321
5110,sapB,1785304,1786283
5113,sapC,1786260,1787160
5117,sapD,1787152,1788152
5119,sapF,1788138,1788960
5122,STM1697,1789089,1789692
5125,STM1698,1790151,1791531
5128,STM1698A,1791559,1791738
5131,ycjE,1791708,1792012
5133,fabI,1792117,1792918
5136,yciW,1793118,1794098
5138,rnb,1794158,1796274
5143,yciR,1796527,1798518
5146,yciT,1798906,1799658
5148,osmB,1799843,1800135
5153,yciH,1800255,1800589
5156,pyrF,1800581,1801329
5159,yciM,1801509,1802693
5161,yciS,1802685,1803005
5165,pgpB,1803143,1803918
5168,ribA,1804091,1804693
5171,acnA,1804749,1807432
5174,cysB,1808401,1809569
5179,topA,1809786,1812392
5182,yciN,1812774,1813037
5185,sohB,1813079,1814137
5188,yciK,1814352,1815124
5191,btuR,1815108,1815711
5194,yciL,1815798,1816684
5197,yciO,1816774,1817403
5200,trpH,1817402,1818283
5202,trpL,1818341,1818449
5208,trpE,1818534,1820106
5212,trpD,1820092,1821701
5214,trpC,1821643,1823063
5219,trpB,1823062,1824266
5222,trpA,1824253,1825072
5225,yciG,1825539,1825734
5228,yciF,1825808,1826327
5231,yciE,1826389,1826907
5234,STM1731,1826919,1827805
5237,ompW,1827887,1828536
5240,STM1733,1828853,1829267
5243,yciC,1829282,1830036
5246,yciB,1830080,1830632
5249,yciA,1830793,1831194
5251,tonB,1831254,1832052
5257,yciI,1832192,1832502
5261,cls,1832846,1834322
5264,yciU,1834344,1834685
5267,STM1741,1834733,1835575
5270,oppF,1835617,1836632
5273,oppD,1836618,1837638
5276,oppC,1837637,1838557
5279,oppB,1838560,1839492
5282,oppA,1839602,1841396
5287,STM1747,1841295,1841615
5290,ychE,1841998,1842657
5294,adhE,1843110,1845800
5297,tdk,1845997,1846634
5300,hns,1847151,1847690
5304,galU,1847822,1848744
5307,hnr,1848933,1849959
5310,ychK,1850037,1850942
5312,ychJ,1851040,1851511
5315,purU,1851546,1852404
5318,tyrT,1852564,1852645
5321,rtT,1852677,1852819
5324,tyrV,1852853,1852934
5327,STM1760,1853720,1855255
5330,narI,1855491,1856184
5333,narJ,1856168,1856892
5336,narH,1856875,1858424
5339,narG,1858407,1862248
5347,narK,1862538,1864130
5355,narX,1864160,1866072
5361,narL,1866052,1866715
5364,ychP,1866716,1868153
5367,ychN,1868300,1868670
5370,chaB,1868750,1868989
5373,chaA,1869234,1870347
5376,kdsA,1870401,1871266
5379,ychA,1871293,1872114
5381,sirC,1872106,1872562
5387,hemK,1872492,1873333
5390,prfA,1873325,1874425
5393,hemA,1874448,1875724
5396,lolB,1876001,1876641
5400,ipk,1876626,1877489
5402,prsA,1877687,1878702
5407,ychM,1878851,1880512
5409,ychH,1880557,1880845
5412,pth,1881087,1881695
5414,ychF,1881797,1882903
5417,STM1785,1883062,1884332
5420,STM1786,1884759,1885940
5426,STM1787,1885923,1887730
5428,STM1788,1887736,1888480
5431,STM1789,1888466,1889073
5434,STM1790,1889047,1889467
5438,STM1791,1889450,1890312
5440,STM1792,1890376,1891931
5443,STM1793,1891931,1893079
5446,STM1794,1893087,1893181
5449,STM1795,1893520,1894850
5452,treA,1894974,1896776
5457,ymgE,1896839,1897112
5460,ycgR,1897247,1897996
5463,emtA,1898010,1898634
5466,ycgQ,1898781,1899706
5469,ycgO,1899787,1901536
5472,dadX,1901599,1902680
5475,dadA,1902683,1904086
5481,ycgB,1904292,1905836
5484,fadR,1905883,1906616
5487,nhaB,1906809,1908366
5490,dsbB,1908495,1909038
5493,STM1808,1909141,1909488
5496,STM1809,1909560,1909746
5499,STM1810,1909925,1910067
5502,ycgN,1910414,1910894
5505,ycgM,1910953,1911623
5508,ycgL,1911662,1911994
5510,minC,1912072,1912788
5513,minD,1912801,1913624
5516,minE,1913617,1913894
5519,rnd,1914016,1915154
5522,fadD,1915216,1916912
5525,slp,1917106,1917700
5528,yeaZ,1917759,1918465
5531,yoaA,1918512,1920433
5534,yoaB,1920541,1920897
5537,yoaH,1920903,1921094
5540,pabB,1921151,1922527
5543,yeaB,1922516,1923109
5546,sdaA,1923360,1924737
5549,STM1827,1924773,1926476
5551,yoaE,1926498,1928069
5553,STM1829,1928045,1928380
5558,manX,1928333,1929498
5566,manY,1929538,1930351
5570,manZ,1930343,1931215
5572,STM1833,1931262,1931743
5575,yebN,1932075,1932707
5578,rrmA,1932704,1933524
5581,STM1836,1933579,1935331
5584,cspC,1935544,1935767
5587,yobF,1935766,1935926
5590,STM1839,1936558,1936856
5593,yobG,1936916,1937071
5596,STM1841,1937211,1937456
5599,kdgR,1937668,1938469
5602,STM1843,1938635,1940008
5604,htpX,1940056,1940954
5607,prc,1941131,1943197
5610,proQ,1943199,1943896
5613,yebR,1943983,1944567
5615,yebS,1944601,1945892
5618,STM1849,1945855,1948494
5620,yebU,1948558,1950011
5623,STM1851,1950114,1950365
5626,yebW,1950467,1950667
5629,prpA,1950686,1951346
5632,STM1854,1951560,1951732
5635,sopE2,1952009,1952738
5638,STM1856,1953404,1953810
5641,STM1857,1955004,1955423
5643,STM1858,1955787,1956062
5646,STM1859,1956228,1956368
5648,STM1860,1956851,1957714
5651,STM1861,1957832,1958200
5653,pagO,1959497,1960418
5656,STM1863,1960544,1960709
5659,STM1864,1960712,1961333
5662,STM1865,1961660,1961789
5666,pagK,1963169,1963376
5669,mig-3,1963473,1964361
5672,STM1868A,1965080,1965247
5674,STM1869,1965504,1966048
5677,STM1869A,1966091,1966378
5679,STM1870,1966507,1967005
5682,STM1871,1967023,1967919
5684,STM1872,1968116,1968239
5687,STM1873,1968293,1968663
5690,STM1874,1968663,1969547
5692,yobA,1969539,1969927
5696,holE,1970039,1970281
5699,STM1877,1970377,1971045
5702,exoX,1971057,1971767
5705,ptrB,1971802,1973866
5708,yebE,1974066,1974735
5711,yebF,1974819,1975184
5714,yebG,1975240,1975543
5717,purT,1975647,1976839
5720,eda,1976939,1977754
5725,edd,1977618,1979494
5730,zwf,1979664,1981336
5736,yebK,1981481,1982350
5738,pykA,1982462,1983916
5741,msbB,1983989,1984970
5744,yebA,1985077,1986410
5747,znuA,1986412,1987426
5750,znuC,1987384,1988190
5752,znuB,1988169,1988972
5755,ruvB,1989051,1990071
5758,ruvA,1990070,1990693
5761,STM1896,1991096,1991997
5764,yebB,1992611,1993223
5767,ruvC,1993225,1993759
5770,yebC,1993783,1994535
5773,ntpA,1994553,1995013
5776,aspS,1995108,1996892
5779,yecD,1997189,1997771
5783,yecE,1997748,1998586
5785,yecN,1998627,1999034
5788,yecO,1999060,1999818
5792,yecP,1999802,2000786
5794,cutC,2001022,2001779
5797,yecM,2001788,2002374
5800,argS,2002583,2004327
5803,STM1910,2004509,2006387
5806,STM1911,2006441,2007586
5809,flhE,2007817,2008219
5812,flhA,2008209,2010300
5814,flhB,2010280,2011444
5818,cheZ,2011625,2012281
5821,cheY,2012280,2012684
5824,cheB,2012687,2013747
5826,cheR,2013733,2014607
5830,cheM,2014753,2016428
5833,cheW,2016651,2017165
5836,cheA,2017175,2019201
5838,motB,2019195,2020132
5841,motA,2020121,2021020
5845,flhC,2021133,2021723
5847,flhD,2021714,2022215
5855,STM1926,2022735,2022854
5859,yecG,2022839,2023279
5861,otsA,2023297,2024874
5863,otsB,2024693,2025552
5872,araH,2026129,2026693
5875,ftnB,2027217,2027740
5878,STM1933,2027919,2028565
5881,STM1934,2028800,2029148
5884,ftn,2029375,2029885
5887,yecH,2029931,2030181
5890,tyrP,2030271,2031608
5897,yecA,2031683,2032361
5900,STM1939,2032586,2032919
5903,STM1940,2033125,2034570
5906,STM1941,2034777,2035109
5908,leuZ,2035363,2035446
5911,cysT,2035461,2035531
5914,glyW,2035587,2035659
5917,pgsA,2035810,2036377
5920,uvrC,2036415,2038267
5922,uvrY,2038244,2038914
5926,STM1948,2039208,2039367
5930,yecF,2039353,2039588
5932,sdiA,2039655,2040395
5935,yecC,2040609,2041378
5937,yecS,2041358,2042042
5941,yedO,2042047,2043044
5944,fliY,2043187,2043998
5947,fliZ,2044134,2044696
5950,fliA,2044744,2045477
5954,tnpA_2,2045732,2046196
5957,fliB,2046371,2047583
5960,fliC,2047655,2049154
5963,fliD,2049387,2050802
5966,fliS,2050808,2051224
5969,fliT,2051210,2051592
5972,amyA,2051650,2053148
5975,yedD,2053188,2053624
5978,yedE,2053721,2055004
5981,yedF,2054990,2055234
5984,STM1967,2055492,2055885
