"","gene","start","end"
"1020","STM1032",1119426,1120745
"1021","STM1033",1120662,1122750
"1022","STM1034",1122834,1123164
"1023","STM1035",1123152,1123456
"1024","STM1036",1123429,1124003
"1025","STM1037",1123992,1124401
"1026","STM1038",1124406,1125162
"1027","STM1039",1125200,1125606
"1028","STM1040",1125597,1125932
"1029","STM1041",1126006,1128999
"1030","STM1042",1128991,1129328
"1031","STM1043",1129427,1129924
"1032","sodC",1130041,1130580
"1033","STM1045",1130658,1131359
"1034","STM1046",1131363,1132106
"1035","STM1047",1131997,1132708
"1036","STM1048",1132772,1135227
"1037","STM1049",1136453,1138902
"1038","STM1050",1138890,1139483
"1039","sseI",1139954,1140927
"1040","STM1053",1141575,1142214
"1041","STM1054",1142270,1142575
"1042","STM1055",1142554,1143243
"1043","STM1056",1143511,1143702
"1044","pepN",1144119,1146741
"1045","pyrD",1146875,1147959
"1046","ycbW",1148119,1148667
"1047","STM1060",1148664,1149786
"1048","ycbY",1149872,1151980
"1049","uup",1151981,1153900
"1050","pqiA",1153904,1155168
"1051","pqiB",1155157,1156813
"1052","ymbA",1156798,1157373
"1053","rmf",1157615,1157796
"1054","fabA",1157896,1158479
"1055","lonH",1158483,1160243
"1056","ycbG",1160409,1160881
"1057","ompA",1160953,1162133
"1058","sulA",1162362,1163017
"1059","yccR",1163078,1163693
"1060","yccS",1163680,1165833
"1061","yccF",1165852,1166318
"1062","helD",1166406,1168476
"1063","mgsA",1168512,1168983
"1064","yccT",1169065,1169739
"1065","STM1078",1169888,1170314
"1066","yccV",1170359,1170685
"1067","yccW",1170734,1171958
"1068","STM1081",1172149,1172708
"1069","STM1082",1172728,1173513
"1070","yccX",1173549,1173843
"1071","yccK",1173840,1174179
"1072","yccA",1174256,1174915
"1073","serT",1175309,1175393
"1074","pipA",1175536,1176224
"1075","pipB",1176438,1177320
"1076","STM1089",1177531,1177851
"1077","pipC",1177861,1178208
"1078","sopB",1178219,1179912
"1079","orfX",1180229,1180406
"1080","STM1093",1180407,1180524
"1081","pipD",1180626,1182100
"1082","copS",1182268,1183651
"1083","copR",1183625,1184377
"1084","STM1097",1184429,1184851
"1085","hpaC",1185184,1185708
"1086","hpaB",1185714,1187283
"1087","hpaR",1187494,1187938
"1088","hpaG",1188201,1189498
"1089","hpaE",1189481,1190961
"1090","hpaD",1190958,1191814
"1091","hpaF",1191818,1192204
"1092","hpaH",1192336,1193150
"1093","hpaI",1193154,1193952
"1094","hpaX",1194017,1195400
"1095","hpaA",1195402,1196306
"1096","STM1109",1196316,1197258
"1097","STM1110",1197666,1198040
"1098","yccD",1198682,1199002
"1099","cbpA",1198987,1199999
"1100","scsA",1200137,1200504
"1101","scsB",1200547,1202439
"1102","scsC",1202429,1203059
"1103","scsD",1203044,1203555
"1104","agp",1203676,1204929
"1105","yccJ",1204963,1205203
"1106","wraB",1205211,1205821
"1107","ymdF",1206186,1206359
"1108","ycdC",1206483,1207134
"1109","STM1123",1207131,1207533
"1110","putA",1207585,1211547
"1111","putP",1211904,1213477
"1112","phoH",1214284,1215158
"1113","STM1127",1215264,1216153
"1114","STM1128",1216430,1217938
"1115","STM1129",1218263,1218949
"1116","STM1130",1219449,1220609
"1117","STM1131",1220643,1221347
"1118","STM1132",1221618,1222910
"1119","STM1133",1222913,1224027
"1120","serX",1224732,1224816
"1121","ycdW",1225044,1225993
"1122","ycdX",1226065,1226814
"1123","ycdY",1226824,1227392
"1124","ycdZ",1227445,1227975
"1125","csgG",1228014,1228860
"1126","csgF",1228874,1229302
"1127","csgE",1229317,1229726
"1128","csgD",1229717,1230380
"1129","csgB",1231000,1231577
"1130","csgA",1231605,1232074
"1131","csgC",1232127,1232462
"1132","ymdA",1232582,1232913
"1133","STM1147",1232988,1233541
"1134","ymdC",1233480,1234964
"1135","mdoC",1234981,1236153
"1136","mdoG",1236311,1237942
"1137","mdoH",1237935,1240478
"1138","yceK",1240542,1240779
"1139","msyB",1240780,1241167
"1140","yceE",1241236,1242460
"1141","htrB",1242605,1243535
"1142","yceA",1243730,1244797
"1143","yceI",1244849,1245437
"1144","STM1158",1245421,1246004
"1145","yceO",1246256,1246379
"1146","solA",1246410,1247537
"1147","yceP",1247641,1247907
"1148","dinI",1248185,1248442
"1149","pyrC",1248504,1249628
"1150","yceB",1249655,1250225
"1151","grxB",1250340,1250997
"1152","yceL",1251051,1252267
"1153","rimJ",1252476,1253080
"1154","yceH",1253097,1253763
"1155","mviM",1253752,1254688
"1156","mviN",1254942,1256527
"1157","flgN",1256609,1257031
"1158","flgM",1257036,1257341
"1159","flgA",1257421,1258094
"1160","flgB",1258229,1258653
"1161","flgC",1258643,1259061
"1162","flgD",1259061,1259771
"1163","flgE",1259786,1261009
"1164","flgF",1261017,1261785
"1165","flgG",1261788,1262581
"1166","flgH",1262630,1263334
"1167","flgI",1263337,1264443
"1168","flgJ",1264429,1265393
"1169","flgK",1265447,1267119
"1170","flgL",1267119,1268087
"1171","rne",1268344,1271547
"1172","rluC",1272121,1273080
"1173","STM1188",1273236,1273979
"1174","yceF",1274481,1275077
"1175","yceD",1275222,1275784
"1176","rpmF",1275822,1276009
"1177","plsX",1276126,1277222
"1178","fabH",1277302,1278255
"1179","fabD",1278259,1279200
"1180","fabG",1279203,1279947
"1181","acpP",1280087,1280339
"1182","fabF",1280412,1281666
"1183","pabC",1281779,1282599
"1184","yceG",1282602,1283624
"1185","tmk",1283604,1284255
"1186","holB",1284238,1285256
"1187","ycfH",1285257,1286064
"1188","ptsG",1286342,1287792
"1189","fhuE",1287877,1290063
"1190","ycfF",1290381,1290752
"1191","ycfL",1290742,1291129
"1192","ycfM",1291128,1291781
"1193","ycfN",1291753,1292586
"1194","nagZ",1292585,1293622
"1195","ycfP",1293636,1294189
"1196","ndh",1294327,1295748
"1197","ycfJ",1295913,1296466
"1198","ycfQ",1296541,1297192
"1199","ycfR",1297406,1297675
"1200","ycfS",1297772,1298751
"1201","mfd",1298885,1302349
"1202","ycfU",1302558,1303868
"1203","ycfV",1303848,1304562
"1204","ycfW",1304548,1305806
"1205","ycfX",1305824,1306746
"1206","cobB",1306756,1307586
"1207","potD",1307668,1308727
"1208","potC",1308739,1309532
"1209","sifA",1309834,1310844
"1210","potB",1311173,1312052
"1211","potA",1312020,1313156
"1212","pepT",1313395,1314636
"1213","STM1228",1314636,1315974
"1214","ycfD",1316014,1317148
"1215","phoQ",1317216,1318679
"1216","phoP",1318679,1319365
"1217","purB",1319477,1320862
"1218","ycfC",1320851,1321550
"1219","trmU",1321579,1322739
"1220","ymfB",1322739,1323210
"1221","STM1236",1323212,1323549
"1222","ymfC",1323538,1324203
"1223","icdA",1324219,1325625
"1224","STM1239",1326065,1327197
"1225","envF",1328179,1328972
"1226","msgA",1329456,1329702
"1227","envE",1329886,1330411
"1228","STM1243",1330822,1331045
"1229","pagD",1331166,1331437
"1230","pagC",1332234,1332798
"1231","STM1247",1333199,1333272
"1232","STM1249",1334035,1334385
"1233","STM1250",1335077,1335354
"1234","STM1251",1335498,1335973
"1235","STM1252",1336306,1337355
"1236","STM1253",1337438,1337981
"1237","STM1254",1338117,1338436
"1238","STM1255",1339105,1340747
"1239","STM1256",1340741,1341721
"1240","STM1257",1341704,1342523
"1241","STM1258",1342510,1343314
"1242","STM1259",1343301,1343898
"1243","STM1260",1343980,1345119
"1244","STM1261",1345300,1345633
"1245","STM1262",1345637,1345710
"1246","STM1263",1345815,1346477
"1247","aadA",1346579,1347374
"1248","STM1265",1347512,1348112
"1249","STM1266",1348176,1349029
"1250","STM1267",1349284,1349542
"1251","STM1268",1349611,1349764
"1252","STM1269",1349836,1350388
"1253","yeaS",1350570,1351223
"1254","yeaR",1351385,1351758
"1255","yoaG",1351745,1351943
"1256","STM1273",1352168,1352814
"1257","yeaQ",1353120,1353377
"1258","yaoF",1353799,1354061
"1259","STM1276",1354125,1354441
"1260","yeaO",1354427,1354786
"1261","yeaN",1354893,1356094
"1262","yeaM",1356166,1356972
"1263","yeaL",1356952,1357398
"1264","STM1281",1357592,1357711
"1265","yeaK",1357708,1358240
"1266","yeaJ",1358276,1359786
"1267","yeaH",1360410,1361707
"1268","yeaG",1361819,1363767
"1269","mipA",1364165,1364926
"1270","STM1287",1365216,1366412
"1271","STM1288",1366503,1367366
"1272","yeaD",1367465,1368361
"1273","gapA",1368684,1369691
"1274","yeaA",1369983,1370434
"1275","yeaC",1370460,1370754
"1276","pncA",1371106,1371774
"1277","ansA",1371789,1372822
"1278","sppA",1372901,1374769
"1279","ydjA",1374917,1375482
"1280","selD",1375588,1376643
"1281","topB",1376648,1378597
"1282","gdhA",1378627,1379985
"1283","STM1300",1380198,1380484
"1284","STM1301",1380444,1380860
"1285","xthA",1380933,1381751
"1286","astC",1382176,1383411
"1287","astA",1383392,1384436
"1288","astD",1384419,1385911
"1289","astB",1385900,1387251
"1290","astE",1387231,1388212
"1291","spy",1388532,1389033
"1292","STM1309",1389108,1390016
"1293","nadE",1390110,1390948
"1294","osmE",1391028,1391497
"1295","celA",1391785,1392118
"1296","celB",1392187,1393559
"1297","celC",1393599,1393957
"1298","celD",1393958,1394810
"1299","celF",1394923,1396290
"1300","celG",1396293,1397061
"1301","katE",1397105,1399372
"1302","cedA",1399662,1399964
"1303","ydjN",1400066,1401470
"1304","ydjM",1401594,1402193
"1305","yniC",1402331,1403013
"1306","yniB",1403137,1403684
"1307","STM1324",1403727,1404602
"1308","ydiZ",1404694,1404994
"1309","pfkB",1405081,1406025
"1310","ydiY",1406287,1407060
"1311","STM1328",1407109,1408075
"1312","STM1329",1408204,1408525
"1313","STM1330",1408515,1409376
"1314","STM1331",1409545,1409755
"1315","rfc",1410078,1411306
"1316","thrS",1412182,1414121
"1317","infC",1414213,1414667
"1318","rpmI",1414748,1414960
"1319","rplT",1414998,1415367
"1320","pheS",1415659,1416652
"1321","pheT",1416656,1419055
"1322","himA",1418921,1419359
"1323","btuC",1419553,1420542
"1324","btuE",1420622,1421185
"1325","btuD",1421185,1421934
"1326","nlpC",1421996,1422475
"1327","ydiV",1422781,1423502
"1328","ydiU",1423553,1425006
"1329","ydiE",1425041,1425232
"1330","aroH",1425389,1426471
"1331","ydiA",1426591,1427437
"1332","pps",1427610,1430139
"1333","ydiD",1430181,1431833
"1334","ydiT",1431911,1432220
"1335","ydiS",1432201,1433501
"1336","ydiR",1433544,1434495
"1337","ydiQ",1434501,1435276
"1338","ydiP",1435719,1436618
"1339","ydiO",1436694,1437858
"1340","ydiF",1437859,1439412
"1341","aroD",1439608,1440377
"1342","ydiB",1440411,1441289
"1343","ydiN",1441344,1442595
"1344","ydiM",1442943,1444162
"1345","ydiL",1444295,1444654
"1346","rprA",1444822,1444928
"1347","ydiK",1445112,1446246
"1348","ydiJ",1446477,1449551
"1349","STM1366",1449534,1449958
"1350","ydiH",1450009,1450245
"1351","STM1368",1450533,1451885
"1352","sufA",1452295,1452674
"1353","sufB",1452672,1454170
"1354","sufC",1454176,1454933
"1355","sufD",1454895,1456179
"1356","sufS",1456163,1457396
"1357","ynhA",1457401,1457825
"1358","ynhG",1457967,1458981
"1359","lppB",1459048,1459287
"1360","lpp",1459370,1459619
"1361","pykF",1459917,1461452
"1362","orf48",1461731,1463080
"1363","orf32",1463096,1463992
"1364","orf245",1464048,1464792
"1365","orf408",1464797,1466030
"1366","ttrA",1466346,1469416
"1367","ttrC",1469401,1470431
"1368","ttrB",1470424,1471176
"1369","ttrS",1471334,1473118
"1370","ttrR",1473088,1473713
"1371","orf70",1473792,1474023
"1372","orf319",1474119,1475089
"1373","orf242",1475251,1475979
"1374","ssrB",1476158,1476801
"1375","ssrA",1476827,1479596
"1376","ssaB",1479990,1480391
"1377","ssaC",1480387,1481886
"1378","ssaD",1481867,1483078
"1379","ssaE",1483080,1483328
"1380","sseA",1483585,1483918
"1381","sseB",1483919,1484515
"1382","sscA",1484507,1484985
"1383","sseC",1484980,1486442
"1384","sseD",1486451,1487045
"1385","sseE",1487042,1487464
"1386","sscB",1487516,1487950
"1387","sseF",1487962,1488748
"1388","sseG",1488741,1489434
"1389","ssaG",1489521,1489743
"1390","ssaH",1489778,1490011
"1391","ssaI",1490023,1490271
"1392","ssaJ",1490262,1491017
"1393","STM1410",1491035,1491583
"1394","ssaK",1491574,1492254
"1395","ssaL",1492216,1493236
"1396","ssaM",1493288,1493662
"1397","ssaV",1493640,1495692
"1398","ssaN",1495674,1496983
"1399","ssaO",1496986,1497363
"1400","ssaP",1497339,1497718
"1401","ssaQ",1497692,1498667
"1402","ssaR",1498732,1499382
"1403","ssaS",1499375,1499645
"1404","ssaT",1499641,1500425
"1405","ssaU",1500417,1501480
"1406","valW",1501631,1501704
"1407","valV",1501718,1501791
"1408","ydhE",1501953,1503337
"1409","ribE",1503529,1504184
"1410","cfa",1504226,1505385
"1411","ydhC",1505664,1506880
"1412","ydhB",1506972,1507914
"1413","purR",1507911,1509032
"1414","sodB",1509404,1509998
"1415","ydhO",1510112,1510966
"1416","ydhD",1511254,1511615
"1417","rnt",1511693,1512340
"1418","gloA",1512441,1512861
"1419","nemA",1512917,1514025
"1420","ydhM",1514073,1514672
"1421","ydhL",1514764,1515014
"1422","ydhF",1515053,1515961
"1423","sodC",1516033,1516562
"1424","STM1441",1516538,1518583
"1425","ydhJ",1518577,1519473
"1426","ydhI",1519440,1519690
"1427","slyA",1519865,1520311
"1428","slyB",1520359,1520840
"1429","ydhH",1521087,1522219
"1430","ydhA",1522289,1522636
"1431","pdxH",1522695,1523351
"1432","tyrS",1523466,1524752
"1433","pdxY",1524801,1525672
"1434","gst",1525731,1526348
"1435","ydgR",1526441,1527955
"1436","nth",1528548,1529196
"1437","ydgQ",1529183,1529888
"1438","ydgP",1529878,1530509
"1439","ydgO",1530502,1531569
"1440","STM1457",1531561,1533778
"1441","ydgM",1533761,1534358
"1442","STM1459",1534339,1534931
"1443","ydgK",1534997,1535448
"1444","ydgT",1535526,1535756
"1445","ydgJ",1536297,1537412
"1446","add",1537487,1538488
"1447","ydgA",1539192,1540713
"1448","manA",1540803,1541990
"1449","fumA",1542178,1543824
"1450","fumC",1543884,1545395
"1451","tus",1545392,1546321
"1452","rstB",1546397,1547711
"1453","STM1472",1547809,1549522
"1454","ompN",1549668,1550813
"1455","rstA",1551281,1552012
"1456","ydgC",1552133,1552474
"1457","ydgI",1552536,1553928
"1458","ydgH",1554217,1555174
"1459","pntA",1555562,1557217
"1460","pntB",1557216,1558616
"1461","STM1481",1558791,1559836
"1462","ydgF",1560230,1560605
"1463","ydgE",1560579,1560921
"1464","STM1484",1560961,1561782
"1465","STM1485",1562051,1562346
"1466","ynfM",1562694,1563958
"1467","ynfL",1564067,1564966
"1468","mlc",1565081,1566314
"1469","ynfK",1566428,1567135
"1470","STM1490",1567091,1568380
"1471","STM1491",1568516,1569670
"1472","STM1492",1569664,1570318
"1473","STM1493",1570321,1571230
"1474","STM1494",1571252,1571968
"1475","ynfI",1572267,1572881
"1476","STM1496",1572924,1573794
"1477","STM1497",1573783,1574412
"1478","STM1498",1574411,1576846
"1479","STM1499",1576945,1579395
"1480","ynfD",1579540,1579857
"1481","ynfC",1579943,1580662
"1482","speG",1580703,1581274
"1483","ynfB",1581299,1581652
"1484","ynfA",1581793,1582119
"1485","rspA",1582230,1583455
"1486","rspB",1583454,1584485
"1487","ydfJ",1584539,1585516
"1488","ydfI",1586051,1587528
"1489","ydfZ",1587595,1587812
"1490","ydfH",1587979,1588673
"1491","ydfG",1588795,1589554
"1492","dcp",1589668,1591722
"1493","STM1513",1592060,1592249
"1494","ydeJ",1592369,1592911
"1495","ydeI",1593312,1593715
"1496","ydeE",1594407,1595602
"1497","ydeD",1595813,1596724
"1498","marB",1596843,1597070
"1499","marA",1597087,1597540
"1500","marR",1597490,1598122
"1501","marC",1598164,1598848
"1502","ydeA",1598895,1600085
"1503","yneJ",1600201,1601082
"1504","yneI",1601166,1602564
"1505","yneH",1602625,1603563
"1506","yneG",1603544,1603922
"1507","STM1527",1604132,1605093
"1508","STM1528",1605149,1605691
"1509","STM1529",1605534,1605866
"1510","STM1530",1606403,1607526
"1511","STM1531",1607667,1608015
"1512","STM1532",1608021,1608914
"1513","STM1533",1608896,1609963
"1514","STM1534",1609975,1610392
"1515","STM1535",1610382,1610685
"1516","STM1536",1610681,1611296
"1517","STM1537",1611295,1612042
"1518","STM1538",1611989,1613797
"1519","STM1539",1613794,1614902
"1520","STM1540",1615319,1616417
"1521","STM1541",1616457,1617254
"1522","STM1542",1617313,1618344
"1523","STM1543",1618313,1619606
"1524","pqaA",1619776,1621332
"1525","STM1545",1621402,1622648
"1526","STM1546",1622633,1624152
"1527","STM1547",1624178,1624674
"1528","STM1548",1624906,1625946
"1529","STM1549",1625998,1626399
"1530","STM1550",1626558,1626848
"1531","STM1551",1626832,1627088
"1532","STM1552",1627912,1628820
"1533","STM1554",1630398,1631871
"1534","STM1555",1632123,1633130
"1535","STM1556",1633267,1634725
"1536","STM1557",1634727,1635940
"1537","STM1558",1636053,1638135
"1538","STM1559",1638185,1640719
"1539","STM1560",1640710,1642500
"1540","STM1561",1642623,1643414
"1541","STM1562",1643551,1643894
"1542","osmC",1644230,1644674
"1543","yddX",1645161,1645389
"1544","rpsV",1645473,1645627
"1545","sfcA",1645804,1647501
"1546","adhP",1647775,1648797
"1547","fdnI",1648888,1649557
"1548","fdnH",1649537,1650432
"1549","fdnG",1650435,1653489
"1550","yddG",1653807,1654641
"1551","nmpC",1655153,1656254
"1552","STM1573",1656398,1656778
"1553","smvA",1656803,1658295
"1554","STM1575",1658402,1658986
"1555","narU",1659191,1660589
"1556","narZ",1660668,1664421
"1557","narY",1664404,1665962
"1558","narW",1665951,1666657
"1559","narV",1666644,1667334
"1560","yddE",1667427,1668333
"1561","nhoA",1668369,1669227
"1562","STM1583",1669498,1670137
"1563","ansP",1670632,1672136
"1564","STM1585",1672213,1672441
"1565","STM1586",1672579,1673652
"1566","yncD",1673893,1676024
"1567","yncC",1676091,1676773
"1568","yncB",1677090,1678160
"1569","yncA",1678327,1678854
"1570","ydcZ",1678840,1679303
"1571","ydcY",1679308,1679552
"1572","srfA",1679760,1681084
"1573","srfB",1681083,1684070
"1574","srfC",1684062,1686211
"1575","ydcX",1686256,1686528
"1576","ydcW",1686828,1688287
"1577","ydcR",1688388,1689812
"1578","pdgL",1689948,1690725
"1579","STM1600",1690977,1691211
"1580","ugtL",1691240,1691646
"1581","sifB",1692171,1693125
"1582","yncJ",1693388,1693629
"1583","ydcP",1693630,1695612
"1584","ydcN",1695673,1696220
"1585","STM1606",1696291,1697478
"1586","STM1607",1697532,1698213
"1587","tehB",1698356,1698962
"1588","tehA",1698939,1699952
"1589","ydcK",1700046,1701039
"1590","rimL",1701036,1701587
"1591","STM1612",1701780,1702910
"1592","STM1613",1702901,1703188
"1593","STM1614",1703188,1704512
"1594","STM1615",1704511,1705332
"1595","STM1616",1705448,1705901
"1596","STM1617",1705901,1706545
"1597","STM1618",1706545,1707352
"1598","STM1619",1707344,1707789
"1599","STM1620",1707836,1709043
"1600","STM1621",1709050,1709625
"1601","ydcG",1709821,1711494
"1602","STM1623",1711696,1713211
"1603","STM1624",1713253,1714612
"1604","ydcI",1714889,1715812
"1605","trg",1715873,1717504
"1606","STM1627",1717667,1718798
"1607","STM1628",1718817,1719103
"1608","STM1629",1719608,1720016
"1609","STM1630",1720145,1720861
"1610","sseJ",1721280,1722513
"1611","STM1632",1722634,1722978
"1612","STM1633",1723877,1724646
"1613","STM1634",1724647,1725300
"1614","STM1635",1725318,1726056
"1615","STM1636",1726047,1726733
"1616","STM1637",1726863,1728420
"1617","STM1638",1729109,1729546
"1618","cybB",1729817,1730358
"1619","ydcF",1730464,1731275
"1620","hrpA",1731328,1735230
"1621","acpD",1735419,1736036
"1622","STM1643",1736033,1736482
"1623","ydbL",1736625,1736957
"1624","ynbE",1736956,1737158
"1625","ydbH",1737147,1739800
"1626","ldhA",1740009,1741012
"1627","hslJ",1741113,1741533
"1628","STM1649",1741577,1741843
"1629","STM1650",1741754,1742058
"1630","nifJ",1742108,1745643
"1631","ynaF",1746114,1746559
"1632","STM1653",1746609,1746964
"1633","ydaO",1747290,1748238
"1634","dbpA",1748282,1749655
"1635","STM1656",1750142,1751136
"1636","STM1657",1751271,1752430
"1637","ydaL",1752836,1753413
"1638","ogt",1753649,1754172
"1639","fnr",1754273,1755120
"1640","ydaA",1755258,1756218
"1641","ynaJ",1756273,1756539
"1642","ynaI",1756748,1757797
"1643","STM1664",1757883,1758485
"1644","STM1665",1758522,1759215
"1645","STM1667",1759687,1760244
"1646","STM1668",1760343,1761179
"1647","STM1669",1761194,1763184
"1648","STM1670",1763251,1764101
"1649","STM1671",1764383,1765247
"1650","STM1672",1765638,1766747
"1651","STM1673",1766961,1767215
"1652","STM1674",1767326,1767923
"1653","STM1675",1767982,1768707
"1654","STM1676",1768798,1769672
"1655","STM1677",1769941,1770851
"1656","STM1678",1770959,1771894
"1657","mppA",1771991,1773615
"1658","ycjI",1773794,1774522
"1659","ycjG",1774497,1775473
"1660","tpx",1775565,1776084
"1661","tyrR",1776174,1777837
"1662","ycjF",1777863,1778940
"1663","ycjX",1778921,1780337
"1664","pspE",1780467,1780793
"1665","pspD",1780857,1781084
"1666","pspC",1781098,1781472
"1667","pspB",1781457,1781692
"1668","pspA",1781741,1782421
"1669","pspF",1782565,1783560
"1670","sapA",1783672,1785321
"1671","sapB",1785304,1786283
"1672","sapC",1786260,1787160
"1673","sapD",1787152,1788152
"1674","sapF",1788138,1788960
"1675","STM1697",1789089,1789692
"1676","STM1698",1790151,1791531
"1677","STM1698A",1791559,1791738
"1678","ycjE",1791708,1792012
"1679","fabI",1792117,1792918
"1680","yciW",1793118,1794098
"1681","rnb",1794158,1796274
"1682","yciR",1796527,1798518
"1683","yciT",1798906,1799658
"1684","osmB",1799843,1800135
"1685","yciH",1800255,1800589
"1686","pyrF",1800581,1801329
"1687","yciM",1801509,1802693
"1688","yciS",1802685,1803005
"1689","pgpB",1803143,1803918
"1690","ribA",1804091,1804693
"1691","acnA",1804749,1807432
"1692","cysB",1808401,1809569
"1693","topA",1809786,1812392
"1694","yciN",1812774,1813037
"1695","sohB",1813079,1814137
"1696","yciK",1814352,1815124
"1697","btuR",1815108,1815711
"1698","yciL",1815798,1816684
"1699","yciO",1816774,1817403
"1700","trpH",1817402,1818283
"1701","trpL",1818341,1818449
"1702","trpE",1818534,1820106
"1703","trpD",1820092,1821701
"1704","trpC",1821643,1823063
"1705","trpB",1823062,1824266
"1706","trpA",1824253,1825072
"1707","yciG",1825539,1825734
"1708","yciF",1825808,1826327
"1709","yciE",1826389,1826907
"1710","STM1731",1826919,1827805
"1711","ompW",1827887,1828536
"1712","STM1733",1828853,1829267
"1713","yciC",1829282,1830036
"1714","yciB",1830080,1830632
"1715","yciA",1830793,1831194
"1716","tonB",1831254,1832052
"1717","yciI",1832192,1832502
"1718","cls",1832846,1834322
"1719","yciU",1834344,1834685
"1720","STM1741",1834733,1835575
"1721","oppF",1835617,1836632
"1722","oppD",1836618,1837638
"1723","oppC",1837637,1838557
"1724","oppB",1838560,1839492
"1725","oppA",1839602,1841396
"1726","STM1747",1841295,1841615
"1727","ychE",1841998,1842657
"1728","adhE",1843110,1845800
"1729","tdk",1845997,1846634
"1730","hns",1847151,1847690
"1731","galU",1847822,1848744
"1732","hnr",1848933,1849959
"1733","ychK",1850037,1850942
"1734","ychJ",1851040,1851511
"1735","purU",1851546,1852404
"1736","tyrT",1852564,1852645
"1737","rtT",1852677,1852819
"1738","tyrV",1852853,1852934
"1739","STM1760",1853720,1855255
"1740","narI",1855491,1856184
"1741","narJ",1856168,1856892
"1742","narH",1856875,1858424
"1743","narG",1858407,1862248
"1744","narK",1862538,1864130
"1745","narX",1864160,1866072
"1746","narL",1866052,1866715
"1747","ychP",1866716,1868153
"1748","ychN",1868300,1868670
"1749","chaB",1868750,1868989
"1750","chaA",1869234,1870347
"1751","kdsA",1870401,1871266
"1752","ychA",1871293,1872114
"1753","sirC",1872106,1872562
"1754","hemK",1872492,1873333
"1755","prfA",1873325,1874425
"1756","hemA",1874448,1875724
"1757","lolB",1876001,1876641
"1758","ipk",1876626,1877489
"1759","prsA",1877687,1878702
"1760","ychM",1878851,1880512
"1761","ychH",1880557,1880845
"1762","pth",1881087,1881695
"1763","ychF",1881797,1882903
"1764","STM1785",1883062,1884332
"1765","STM1786",1884759,1885940
"1766","STM1787",1885923,1887730
"1767","STM1788",1887736,1888480
"1768","STM1789",1888466,1889073
"1769","STM1790",1889047,1889467
"1770","STM1791",1889450,1890312
"1771","STM1792",1890376,1891931
"1772","STM1793",1891931,1893079
"1773","STM1794",1893087,1893181
"1774","STM1795",1893520,1894850
"1775","treA",1894974,1896776
"1776","ymgE",1896839,1897112
"1777","ycgR",1897247,1897996
"1778","emtA",1898010,1898634
"1779","ycgQ",1898781,1899706
"1780","ycgO",1899787,1901536
"1781","dadX",1901599,1902680
"1782","dadA",1902683,1904086
"1783","ycgB",1904292,1905836
"1784","fadR",1905883,1906616
"1785","nhaB",1906809,1908366
"1786","dsbB",1908495,1909038
"1787","STM1808",1909141,1909488
"1788","STM1809",1909560,1909746
"1789","STM1810",1909925,1910067
"1790","ycgN",1910414,1910894
"1791","ycgM",1910953,1911623
"1792","ycgL",1911662,1911994
"1793","minC",1912072,1912788
"1794","minD",1912801,1913624
"1795","minE",1913617,1913894
"1796","rnd",1914016,1915154
"1797","fadD",1915216,1916912
"1798","slp",1917106,1917700
"1799","yeaZ",1917759,1918465
"1800","yoaA",1918512,1920433
"1801","yoaB",1920541,1920897
"1802","yoaH",1920903,1921094
"1803","pabB",1921151,1922527
"1804","yeaB",1922516,1923109
"1805","sdaA",1923360,1924737
"1806","STM1827",1924773,1926476
"1807","yoaE",1926498,1928069
"1808","STM1829",1928045,1928380
"1809","manX",1928333,1929498
"1810","manY",1929538,1930351
"1811","manZ",1930343,1931215
"1812","STM1833",1931262,1931743
"1813","yebN",1932075,1932707
"1814","rrmA",1932704,1933524
"1815","STM1836",1933579,1935331
"1816","cspC",1935544,1935767
"1817","yobF",1935766,1935926
"1818","STM1839",1936558,1936856
"1819","yobG",1936916,1937071
"1820","STM1841",1937211,1937456
"1821","kdgR",1937668,1938469
"1822","STM1843",1938635,1940008
"1823","htpX",1940056,1940954
"1824","prc",1941131,1943197
"1825","proQ",1943199,1943896
"1826","yebR",1943983,1944567
"1827","yebS",1944601,1945892
"1828","STM1849",1945855,1948494
"1829","yebU",1948558,1950011
"1830","STM1851",1950114,1950365
"1831","yebW",1950467,1950667
"1832","prpA",1950686,1951346
"1833","STM1854",1951560,1951732
"1834","sopE2",1952009,1952738
"1835","STM1856",1953404,1953810
"1836","STM1857",1955004,1955423
"1837","STM1858",1955787,1956062
"1838","STM1859",1956228,1956368
"1839","STM1860",1956851,1957714
"1840","STM1861",1957832,1958200
"1841","pagO",1959497,1960418
"1842","STM1863",1960544,1960709
"1843","STM1864",1960712,1961333
"1844","STM1865",1961660,1961789
"1845","pagK",1963169,1963376
"1846","mig-3",1963473,1964361
"1847","STM1868A",1965080,1965247
"1848","STM1869",1965504,1966048
"1849","STM1869A",1966091,1966378
"1850","STM1870",1966507,1967005
"1851","STM1871",1967023,1967919
"1852","STM1872",1968116,1968239
"1853","STM1873",1968293,1968663
"1854","STM1874",1968663,1969547
"1855","yobA",1969539,1969927
"1856","holE",1970039,1970281
"1857","STM1877",1970377,1971045
"1858","exoX",1971057,1971767
"1859","ptrB",1971802,1973866
"1860","yebE",1974066,1974735
"1861","yebF",1974819,1975184
"1862","yebG",1975240,1975543
"1863","purT",1975647,1976839
"1864","eda",1976939,1977754
"1865","edd",1977618,1979494
"1866","zwf",1979664,1981336
