"","Chromosome","ChromStart","ChromEnd","Gene_ID","Count"
"651","chr1",2519120,2520367,"glk",3
"652","chr1",4071066,4072513,"glmS",29
"653","chr1",4072756,4073460,"glmU",16
"654","chr1",4217000,4217385,"glnA",19
"655","chr1",2704075,2705408,"glnB",3
"656","chr1",253053,253860,"glnD",23
"657","chr1",3367008,3368315,"glnE",28
"658","chr1",4214288,4215410,"glnG",18
"659","chr1",897490,898127,"glnH",2
"660","chr1",4215612,4216999,"glnL",1
"661","chr1",895464,896135,"glnQ",4
"662","chr1",749525,750943,"glnS",23
"663","chr1",1512917,1514025,"gloA",1
"664","chr1",302140,302871,"gloB",9
"665","chr1",2391840,2393095,"glpA",10
"666","chr1",2393096,2394299,"glpB",10
"667","chr1",2394786,2395747,"glpC",12
"668","chr1",3690297,3690852,"glpD",26
"669","chr1",3688661,3690250,"glpE",2
"670","chr1",4297112,4297367,"glpF",3
"671","chr1",3688217,3688543,"glpG",5
"672","chr1",4295884,4296874,"glpK",15
"673","chr1",2388604,2390062,"glpQ",3
"674","chr1",3687311,3688141,"glpR",4
"675","chr1",2390063,2391839,"glpT",15
"676","chr1",4294355,4295876,"glpX",14
"677","chr1",797200,797586,"gltA",5
"678","chr1",3498989,3500418,"gltB",53
"679","chr1",3500615,3501728,"gltD",14
"680","chr1",730175,731724,"gltI",7
"681","chr1",728912,729847,"gltJ",14
"682","chr1",728012,728765,"gltK",9
"683","chr1",727338,728011,"gltL",9
"684","chr1",4524500,4525189,"gltP",15
"685","chr1",3941248,3942655,"gltS",17
"686","chr1",2531834,2531906,"gltX",14
"687","chr1",587930,588725,"glxK",8
"688","chr1",581079,582332,"glxR",7
"689","chr1",2695248,2696450,"glyA",17
"690","chr1",3842911,3843217,"glyQ",2
"691","chr1",3841861,3842783,"glyS",32
"692","chr1",2193746,2194312,"gmd",18
"693","chr1",3933772,3934063,"gmk",2
"694","chr1",2160928,2162365,"gnd",13
"695","chr1",3712179,3713181,"gntK",6
"696","chr1",3713304,3714014,"gntR",14
"697","chr1",3671836,3673923,"gntT",8
"698","chr1",3711507,3712178,"gntU",15
"699","chr1",3770004,3771054,"gor",9
"700","chr1",3638003,3638692,"gph",9
"701","chr1",837342,838375,"gpmA",8
"702","chr1",4842684,4843570,"gpmB",5
"703","chr1",4123440,4124705,"gppA",19
"704","chr1",3896048,3896528,"gpsA",2
"705","chr1",3468641,3470094,"greA",5
"706","chr1",3661120,3663464,"greB",2
"707","chr1",2822177,2822287,"grpE",6
"708","chr1",945500,945771,"grxA",2
"709","chr1",1251051,1252267,"grxB",3
"710","chr1",3896897,3897328,"grxC",1
"711","chr1",2968572,2968993,"gshA",15
"712","chr1",3258095,3258657,"gshB",9
"713","chr1",550353,552040,"gsk",11
"714","chr1",3304428,3305303,"gsp",16
"715","chr1",1526441,1527955,"gst",2
"716","chr1",2624451,2626003,"guaA",25
"717","chr1",2626078,2627427,"guaB",14
"718","chr1",165127,166318,"guaC",13
"719","chr1",3111907,3113243,"gudD",9
"720","chr1",3115083,3115548,"gudT",5
"721","chr1",2983369,2984898,"gutQ",7
"722","chr1",2376756,2377964,"gyrA",23
"723","chr1",4041311,4042404,"gyrB",36
"724","chr1",2693682,2695130,"hcaT",5
"725","chr1",1014762,1015677,"hcp",22
"726","chr1",1012966,1014629,"hcr",19
"727","chr1",1168512,1168983,"helD",23
"728","chr1",1876001,1876625,"hemA",14
"729","chr1",425151,428102,"hemB",9
"730","chr1",4146193,4148926,"hemC",9
"731","chr1",4145062,4146035,"hemD",9
"732","chr1",4385221,4385903,"hemE",10
"733","chr1",2562124,2562453,"hemF",7
"734","chr1",4196072,4197613,"hemG",10
"735","chr1",547876,548859,"hemH",13
"736","chr1",1873325,1874425,"hemK",10
"737","chr1",238662,240083,"hemL",19
"738","chr1",4212870,4214288,"hemN",9
"739","chr1",4144325,4145061,"hemX",8
"740","chr1",4143134,4144316,"hemY",16
"741","chr1",113082,115445,"hepA",31
"742","chr1",3466735,3467374,"hflB",17
"743","chr1",4608800,4609008,"hflC",6
"744","chr1",4607714,4608732,"hflK",4
"745","chr1",4606453,4607713,"hflX",3
"746","chr1",4604959,4606251,"hfq",1
"747","chr1",3021534,3022024,"hilA",18
"748","chr1",3013346,3013794,"hilC",9
"749","chr1",3019846,3021524,"hilD",4
"750","chr1",2916374,2917496,"hin",6
"751","chr1",2155353,2156130,"hisA",8
"752","chr1",2154045,2154636,"hisB",10
"753","chr1",2152980,2154044,"hisC",12
"754","chr1",2151904,2152979,"hisD",22
"755","chr1",2156131,2156748,"hisF",7
"756","chr1",2150600,2151903,"hisG",12
"757","chr1",2154637,2155352,"hisH",3
"758","chr1",2156829,2157822,"hisI",6
"759","chr1",2465510,2466303,"hisJ",5
"760","chr1",2463621,2464320,"hisM",5
"761","chr1",2462917,2463620,"hisP",3
"762","chr1",2464490,2465282,"hisQ",6
"763","chr1",2656256,2657384,"hisS",6
"764","chr1",2696564,2698176,"hmpA",14
"765","chr1",1850037,1850942,"hnr",6
"766","chr1",1847822,1848744,"hns",2
"767","chr1",167714,168163,"hofB",13
"768","chr1",166319,167713,"hofC",19
"769","chr1",3644374,3644764,"hofQ",14
"770","chr1",708523,709121,"holA",8
"771","chr1",1285257,1286064,"holB",4
"772","chr1",4720466,4721991,"holC",4
"773","chr1",4812649,4813115,"holD",4
"774","chr1",1970377,1971045,"holE",1
"775","chr1",3597381,3597873,"hopD",8
"776","chr1",1196316,1197258,"hpaA",6
"777","chr1",1187494,1187938,"hpaB",12
"778","chr1",1185714,1187283,"hpaC",3
"779","chr1",1191818,1192204,"hpaD",12
"780","chr1",1190958,1191814,"hpaE",23
"781","chr1",1192336,1193150,"hpaF",2
"782","chr1",1189481,1190957,"hpaG",14
"783","chr1",1193154,1193952,"hpaH",6
"784","chr1",1194017,1195400,"hpaI",9
"785","chr1",1188201,1189480,"hpaR",5
"786","chr1",1195402,1196306,"hpaX",14
"787","chr1",201410,202088,"hpt",10
"788","chr1",1735419,1736032,"hrpA",39
"789","chr1",220911,223446,"hrpB",33
"790","chr1",2680060,2680608,"hscA",12
"791","chr1",2680771,2681105,"hscB",4
"792","chr1",724291,725535,"hscC",10
"793","chr1",1741577,1741753,"hslJ",7
"794","chr1",4300504,4301047,"hslU",10
"795","chr1",4301126,4302100,"hslV",1
"796","chr1",10841,11255,"htgA",10
"797","chr1",546029,546688,"htpG",22
"798","chr1",1941131,1943197,"htpX",11
"799","chr1",246061,247230,"htrA",12
"800","chr1",1243730,1244797,"htrB",12
"801","chr1",856651,858178,"hutC",7
"802","chr1",854043,854775,"hutG",9
"803","chr1",858263,858750,"hutH",17
"804","chr1",853057,854005,"hutI",16
"805","chr1",3312651,3313785,"hybA",3
"806","chr1",3311662,3312650,"hybB",3
"807","chr1",3310494,3311661,"hybC",11
"808","chr1",3308794,3310493,"hybD",6
"809","chr1",3308300,3308793,"hybE",7
"810","chr1",3307819,3308299,"hybF",3
"811","chr1",3307485,3307818,"hybG",1
"812","chr1",2999794,3000158,"hycA",3
"813","chr1",2999131,2999606,"hycB",3
"814","chr1",2998377,2998997,"hycC",28
"815","chr1",2996551,2998376,"hycD",11
"816","chr1",2995625,2996550,"hycE",22
"817","chr1",2993898,2995607,"hycF",14
"818","chr1",2993346,2993897,"hycG",12
"819","chr1",2992579,2993345,"hycH",4
"820","chr1",2992172,2992578,"hycI",12
"821","chr1",4391174,4392475,"hydG",18
"822","chr1",4389838,4391173,"hydH",12
"823","chr1",2990873,2991687,"hydN",5
"824","chr1",3000215,3001075,"hypA",1
"825","chr1",3001076,3001350,"hypB",5
"826","chr1",3001351,3002483,"hypC",2
"827","chr1",3002516,3003490,"hypD",18
"828","chr1",3003696,3005787,"hypE",7
"829","chr1",2990127,2990684,"hypF",23
"830","chr1",3313959,3314257,"hypO",4
"831","chr1",3024686,3026750,"iacP",4
"832","chr1",4767296,4767753,"iadA",18
"833","chr1",3022078,3023695,"iagB",10
"834","chr1",3078251,3078543,"iap",13
"835","chr1",4010637,4010983,"ibpA",2
"836","chr1",4009928,4010356,"ibpB",1
"837","chr1",3347322,3347740,"icc",7
"838","chr1",1326065,1327197,"icdA",9
"839","chr1",3226755,3227512,"iciA",10
"840","chr1",4408069,4412035,"iclR",6
"841","chr1",3199225,3200751,"idi",2
"842","chr1",4729218,4729759,"idnD",18
"843","chr1",4729787,4730818,"idnK",8
"844","chr1",4727981,4729021,"idnO",4
"845","chr1",4725811,4727137,"idnR",16
"846","chr1",4727192,4727969,"idnT",8
"847","chr1",56689,57189,"ileS",28
"848","chr1",4115677,4115988,"ilvA",11
"849","chr1",3997724,3997924,"ilvB",18
"850","chr1",4118957,4119250,"ilvC",27
"851","chr1",4113843,4115397,"ilvD",25
"852","chr1",4111982,4113842,"ilvE",14
"853","chr1",4110615,4110777,"ilvG",19
"854","chr1",138326,139341,"ilvH",1
"855","chr1",137550,138053,"ilvI",16
"856","chr1",4108972,4110614,"ilvL",NA
"857","chr1",3995929,3997629,"ilvN",3
"858","chr1",4117247,4118865,"ilvY",13
"859","chr1",108413,109236,"imp",19
"860","chr1",3456320,3457839,"infB",37
"861","chr1",3040489,3041603,"invA",13
"862","chr1",3038407,3040471,"invB",3
"863","chr1",3037976,3038390,"invC",3
"864","chr1",3041604,3043288,"invE",5
"865","chr1",3044391,3044839,"invF",4
"866","chr1",3043289,3043939,"invG",11
"867","chr1",3045264,3045703,"invH",4
"868","chr1",3036684,3037975,"invI",3
"869","chr1",3036263,3036683,"invJ",12
"870","chr1",1877687,1878702,"ipk",10
"871","chr1",2917570,2921230,"iroB",9
"872","chr1",2921334,2922584,"iroC",55
"873","chr1",2922609,2923551,"iroD",18
"874","chr1",2923593,2925778,"iroE",16
"875","chr1",2926299,2926631,"iroN",33
"876","chr1",477417,477679,"ispA",6
"877","chr1",3474541,3474844,"ispB",12
"878","chr1",3071481,3071803,"ispD",5
"879","chr1",3070752,3071474,"ispF",3
"880","chr1",1399662,1399964,"katE",15
"881","chr1",4321834,4322463,"katG",23
"882","chr1",3905316,3906260,"kbl",10
"883","chr1",3788575,3790073,"kdgK",5
"884","chr1",1938635,1940008,"kdgR",12
"885","chr1",191145,192402,"kdgT",8
"886","chr1",774038,774134,"kdpA",19
"887","chr1",772359,774037,"kdpB",24
"888","chr1",770290,772353,"kdpC",3
"889","chr1",769697,770289,"kdpD",23
"890","chr1",767016,769696,"kdpE",8
"891","chr1",1871293,1872105,"kdsA",6
"892","chr1",1075608,1076496,"kdsB",6
"893","chr1",3920626,3921115,"kdtA",2
"894","chr1",3921143,3921963,"kdtB",6
"895","chr1",3178398,3179243,"kduD",12
"896","chr1",3179664,3180851,"kduI",10
"897","chr1",3609023,3609585,"kefB",23
"898","chr1",100826,101318,"kefC",26
"899","chr1",2795783,2796245,"kgtP",17
"900","chr1",103481,104470,"ksgA",2
"901","chr1",4091572,4092089,"kup",22
"902","chr1",4453604,4454533,"lamB",13
"903","chr1",94,378,"lasT",10
"904","chr1",278209,278609,"ldcC",24
"905","chr1",1741113,1741533,"ldhA",8
"906","chr1",2728973,2730470,"lepA",13
"907","chr1",2726773,2728572,"lepB",12
"908","chr1",133826,134057,"leuA",8
"909","chr1",132167,133758,"leuB",9
"910","chr1",131076,132166,"leuC",15
"911","chr1",129673,131075,"leuD",2
"912","chr1",135770,137549,"leuO",3
"913","chr1",711947,712288,"leuS",20
"914","chr1",4460038,4461372,"lexA",3
"915","chr1",3159915,3162173,"lgt",4
"916","chr1",2541087,2542082,"lig",19
"917","chr1",218296,220783,"ligT",2
"918","chr1",696036,697002,"lipA",5
"919","chr1",698032,698306,"lipB",5
"920","chr1",3729381,3730144,"livF",6
"921","chr1",3732405,3733570,"livH",9
"922","chr1",3735939,3736803,"livJ",23
"923","chr1",3733936,3734291,"livK",13
"924","chr1",3731419,3732356,"livM",14
"925","chr1",3889592,3890076,"lldD",12
"926","chr1",3887564,3888333,"lldP",36
"927","chr1",3888334,3889539,"lldR",4
"928","chr1",731733,732629,"lnt",18
"929","chr1",1042183,1043536,"lolA",4
"930","chr1",1876626,1877489,"lolB",7
"931","chr1",508058,508378,"lon",18
"932","chr1",1160409,1160881,"lonH",19
"933","chr1",182714,183004,"lpdA",11
"934","chr1",3828503,3829221,"lpfA",4
"935","chr1",3827461,3827997,"lpfB",9
"936","chr1",3826678,3827389,"lpfC",37
"937","chr1",3824127,3826668,"lpfD",18
"938","chr1",3823030,3824116,"lpfE",8
"939","chr1",4832481,4833135,"lplA",13
"940","chr1",1459370,1459619,"lppB",5
"941","chr1",267768,268914,"lpxA",3
"942","chr1",268915,269525,"lpxB",13
"943","chr1",158199,158627,"lpxC",5
"944","chr1",266524,266983,"lpxD",4
"945","chr1",598471,598977,"lpxH",16
"946","chr1",1073192,1074436,"lpxK",9
"947","chr1",4529034,4529512,"lpxO",11
"948","chr1",2441981,2443208,"lrhA",2
"949","chr1",57328,57781,"lspA",4
"950","chr1",1010110,1011844,"ltaA",9
"951","chr1",2966939,2968511,"luxS",1
"952","chr1",3174070,3174987,"lysA",18
"953","chr1",4440161,4441826,"lysC",8
"954","chr1",2300546,2301422,"lysP",14
"955","chr1",3174988,3175707,"lysR",10
"956","chr1",3200752,3201633,"lysS",4
"957","chr1",58940,60148,"lytB",12
"958","chr1",3862454,3863113,"lyxK",31
"959","chr1",528134,528364,"maa",7
"960","chr1",2582515,2583479,"maeB",22
"961","chr1",4450883,4452005,"malE",10
"962","chr1",4449344,4450603,"malF",19
"963","chr1",4447668,4449225,"malG",18
"964","chr1",4452083,4453452,"malK",9
"965","chr1",4454700,4455211,"malM",4
"966","chr1",3676747,3679616,"malP",27
"967","chr1",3673924,3676406,"malQ",30
"968","chr1",3852744,3853994,"malS",23
"969","chr1",3679704,3679981,"malT",24
"970","chr1",458074,458684,"malZ",29
"971","chr1",1542178,1543824,"manA",8
"972","chr1",2189937,2191156,"manC",15
"973","chr1",1929538,1930342,"manX",6
"974","chr1",1930343,1931215,"manY",4
"975","chr1",1931262,1931743,"manZ",7
"976","chr1",254285,255023,"map",7
"977","chr1",1597087,1597489,"marB",2
"978","chr1",1598895,1600085,"marC",2
"979","chr1",1598164,1598848,"marR",2
"980","chr1",3959120,3959233,"marT",5
"981","chr1",3102447,3102808,"mazG",10
"982","chr1",946554,947466,"mdaA",5
"983","chr1",3343518,3343844,"mdaB",4
"984","chr1",939784,940595,"mdfA",15
"985","chr1",3527894,3528505,"mdh",9
"986","chr1",518520,520314,"mdlA",20
"987","chr1",520515,520865,"mdlB",16
"988","chr1",4802291,4802764,"mdoB",24
"989","chr1",1236311,1237934,"mdoC",24
"990","chr1",1237935,1240478,"mdoG",6
"991","chr1",1240542,1240779,"mdoH",20
"992","chr1",4543843,4545283,"melA",14
"993","chr1",4545381,4547067,"melB",18
"994","chr1",4542282,4543769,"melR",4
"995","chr1",4299163,4300503,"menA",6
"996","chr1",2414870,2415624,"menB",9
"997","chr1",2413998,2414866,"menC",15
"998","chr1",2417381,2418690,"menD",13
"999","chr1",2413036,2413997,"menE",23
"1000","chr1",2418777,2419095,"menF",9
"1001","chr1",2494540,2495636,"mepA",5
"1002","chr1",280048,280294,"mesJ",17
"1003","chr1",4401864,4403653,"metA",2
"1004","chr1",4310878,4313321,"metB",12
"1005","chr1",3322318,3322988,"metC",18
"1006","chr1",4172367,4173726,"metE",19
"1007","chr1",4319437,4321776,"metF",9
"1008","chr1",2251999,2252469,"metG",19
"1009","chr1",4412285,4413933,"metH",69
"1010","chr1",4309711,4310877,"metJ",2
"1011","chr1",3253334,3254740,"metK",4
"1012","chr1",4313437,4314301,"metL",28
"1013","chr1",4169764,4172039,"metR",12
"1014","chr1",1302558,1303847,"mfd",32
"1015","chr1",2286616,2287675,"mglA",22
"1016","chr1",2288113,2289224,"mglB",8
"1017","chr1",2284962,2286494,"mglC",7
"1018","chr1",4702530,4702982,"mgtA",33
"1019","chr1",3964500,3965203,"mgtB",38
"1020","chr1",3965695,3966606,"mgtC",10
"1021","chr1",4604579,4604899,"miaA",2
"1022","chr1",736044,737233,"miaB",11
"1023","chr1",4714409,4714904,"miaE",6
"1024","chr1",2367291,2369976,"micF",1
"1025","chr1",2931217,2932237,"mig-14",27
"1026","chr1",1912801,1913616,"minC",3
"1027","chr1",1913617,1913894,"minD",5
"1028","chr1",4084712,4085214,"mioC",3
"1029","chr1",1365216,1366412,"mipA",1
"1030","chr1",3957735,3958208,"misL",42
"1031","chr1",1566428,1567090,"mlc",12
"1032","chr1",3141070,3141143,"mltA",11
"1033","chr1",2978191,2978858,"mltB",22
"1034","chr1",3271265,3272718,"mltC",13
"1035","chr1",2525190,2526504,"mntH",15
"1036","chr1",871639,872155,"moaA",12
"1037","chr1",872156,872631,"moaB",1
"1038","chr1",872632,872878,"moaC",3
"1039","chr1",872879,873344,"moaD",4
"1040","chr1",873380,874096,"moaE",4
"1041","chr1",4202850,4203132,"mobA",8
"1042","chr1",4202209,4202805,"mobB",4
"1043","chr1",405293,408272,"mod",19
"1044","chr1",846432,847128,"modA",7
"1045","chr1",847129,848201,"modB",5
"1046","chr1",848202,849032,"modC",5
"1047","chr1",845350,845511,"modE",2
"1048","chr1",844445,845245,"modF",14
"1049","chr1",917139,918091,"moeA",15
"1050","chr1",915714,916962,"moeB",15
"1051","chr1",9376,9950,"mog",6
"1052","chr1",4577017,4577370,"mopA",13
"1053","chr1",4575113,4576773,"mopB",1
"1054","chr1",2021133,2021713,"motA",4
"1055","chr1",2020121,2021020,"motB",3
"1056","chr1",4658556,4659389,"mpl",18
"1057","chr1",1773794,1774496,"mppA",22
"1058","chr1",147386,148701,"mraY",9
"1059","chr1",3649309,3649920,"mrcA",13
"1060","chr1",223726,225928,"mrcB",21
"1061","chr1",703958,704428,"mrdA",16
"1062","chr1",702026,703945,"mrdB",5
"1063","chr1",3544874,3546831,"mreB",6
"1064","chr1",3543523,3544583,"mreC",6
"1065","chr1",3542406,3543475,"mreD",1
"1066","chr1",2249717,2251770,"mrp",10
"1067","chr1",3463744,3464606,"mrsA",8
"1068","chr1",1072166,1073160,"msbA",10
"1069","chr1",1985077,1986410,"msbB",6
"1070","chr1",3581645,3581914,"mscL",2
"1071","chr1",4646057,4647783,"msrA",7
"1072","chr1",1241236,1242460,"msyB",4
"1073","chr1",3489619,3490288,"mtgA",15
"1074","chr1",3877404,3878560,"mtlA",29
"1075","chr1",3878561,3879151,"mtlD",14
"1076","chr1",3879161,3879377,"mtlR",4
"1077","chr1",3446192,3448132,"mtr",12
"1078","chr1",3379011,3379083,"mug",5
"1079","chr1",1085010,1086864,"mukB",56
"1080","chr1",1080201,1084678,"mukE",8
"1081","chr1",1079501,1080200,"mukF",9
"1082","chr1",3476215,3476508,"murA",8
"1083","chr1",4357696,4358672,"murB",10
"1084","chr1",152595,153374,"murC",9
"1085","chr1",148702,149946,"murD",23
"1086","chr1",144949,146300,"murE",11
"1087","chr1",146301,147385,"murF",12
"1088","chr1",151131,152594,"murG",9
"1089","chr1",4351143,4352686,"murI",3
"1090","chr1",3164250,3164977,"mutH",5
"1091","chr1",4603551,4604508,"mutL",16
"1092","chr1",3922050,3922230,"mutM",6
"1093","chr1",3052909,3053285,"mutS",20
"1094","chr1",162263,162463,"mutT",5
"1095","chr1",3269761,3270047,"mutY",10
"1096","chr1",1254942,1256527,"mviM",13
"1097","chr1",1256609,1257031,"mviN",14
"1098","chr1",821292,822019,"nadA",17
"1099","chr1",2782038,2782789,"nadB",23
"1100","chr1",169341,169902,"nadC",7
"1101","chr1",707492,708523,"nadD",2
"1102","chr1",1391028,1391497,"nadE",10
"1103","chr1",4837177,4838859,"nadR",8
"1104","chr1",744134,745013,"nagA",7
"1105","chr1",745168,747213,"nagB",6
"1106","chr1",742920,744086,"nagC",11
"1107","chr1",741695,742919,"nagD",13
"1108","chr1",747412,749091,"nagE",19
"1109","chr1",1293636,1294189,"nagZ",10
"1110","chr1",3509154,3509945,"nanA",8
"1111","chr1",3506520,3508010,"nanE",6
"1112","chr1",3505784,3506484,"nanK",13
"1113","chr1",3508126,3509028,"nanT",8
"1114","chr1",2358900,2359152,"napA",27
"1115","chr1",2354859,2355714,"napB",1
"1116","chr1",2354294,2354743,"napC",3
"1117","chr1",2359153,2359660,"napD",1
"1118","chr1",2360058,2360552,"napF",6
"1119","chr1",2356417,2358899,"napG",7
"1120","chr1",2355715,2356416,"napH",5
"1121","chr1",1862538,1864130,"narG",39
"1122","chr1",1858407,1862248,"narH",24
"1123","chr1",1856168,1856874,"narI",10
"1124","chr1",1856875,1858406,"narJ",4
"1125","chr1",1864160,1866051,"narK",17
"1126","chr1",1866716,1868153,"narL",6
"1127","chr1",2347392,2348431,"narP",3
"1128","chr1",2593632,2596759,"narQ",17
"1129","chr1",1660668,1664403,"narU",10
"1130","chr1",1667427,1668333,"narV",14
"1131","chr1",1666644,1667334,"narW",8
"1132","chr1",1866052,1866715,"narX",15
"1133","chr1",1665951,1666643,"narY",28
"1134","chr1",1664404,1665950,"narZ",42
"1135","chr1",1295913,1296466,"ndh",4
"1136","chr1",2660622,2661485,"ndk",1
"1137","chr1",794774,795833,"nei",10
"1138","chr1",1514073,1514672,"nemA",20
"1139","chr1",4385945,4386535,"nfi",6
"1140","chr1",637781,638148,"nfnB",8
"1141","chr1",2303580,2305281,"nfo",5
"1142","chr1",47407,48317,"nhaA",8
"1143","chr1",1908495,1909038,"nhaB",8
"1144","chr1",48372,50417,"nhaR",7
"1145","chr1",1669498,1670137,"nhoA",6
"1146","chr1",1746114,1746559,"nifJ",45
"1147","chr1",2682932,2683441,"nifS",9
"1148","chr1",2681537,2682767,"nifU",3
"1149","chr1",3751846,3752969,"nikR",4
"1150","chr1",3626052,3626389,"nirB",33
"1151","chr1",3627463,3628849,"nirC",12
"1152","chr1",3626649,3627462,"nirD",3
"1153","chr1",3474902,3476173,"nlp",2
"1154","chr1",2604042,2604982,"nlpB",6
"1155","chr1",3067865,3068484,"nlpD",3
"1156","chr1",2383783,2384927,"nrdA",26
"1157","chr1",2384927,2385181,"nrdB",8
"1158","chr1",4695118,4696782,"nrdD",17
"1159","chr1",2954629,2955600,"nrdE",31
"1160","chr1",2955884,2957136,"nrdF",13
"1161","chr1",4692571,4694720,"nrdG",4
"1162","chr1",2952470,2954628,"nrdI",6
"1163","chr1",4517581,4518219,"nrfA",12
"1164","chr1",4518220,4518887,"nrfB",2
"1165","chr1",4518888,4519831,"nrfC",12
"1166","chr1",4519832,4522050,"nrfD",15
"1167","chr1",4522051,4522687,"nrfE",28
"1168","chr1",4523016,4524342,"nrfG",2
"1169","chr1",1529183,1529877,"nth",12
"1170","chr1",1995108,1996892,"ntpA",5
"1171","chr1",2439892,2440048,"nuoA",1
"1172","chr1",2439054,2439694,"nuoB",2
"1173","chr1",2438376,2439049,"nuoC",11
"1174","chr1",2436487,2438303,"nuoE",2
"1175","chr1",2435984,2436486,"nuoF",13
"1176","chr1",2434650,2435983,"nuoG",29
"1177","chr1",2431893,2434633,"nuoH",7
"1178","chr1",2430919,2431892,"nuoI",2
"1179","chr1",2430362,2430918,"nuoJ",3
"1180","chr1",2429797,2430361,"nuoK",1
"1181","chr1",2429498,2429796,"nuoL",26
"1182","chr1",2427660,2429497,"nuoM",33
"1183","chr1",2425817,2427363,"nuoN",17
"1184","chr1",2526557,2528746,"nupC",17
"1185","chr1",3272780,3275026,"nupG",6
"1186","chr1",3457850,3458272,"nusA",12
"1187","chr1",4363106,4363534,"nusG",2
"1188","chr1",2932363,2933764,"nxiA",9
"1189","chr1",3520053,3521835,"oadB",1
"1190","chr1",3522254,3522870,"oadG",1
"1191","chr1",3386250,3388280,"oat",8
"1192","chr1",1754273,1755120,"ogt",7
"1193","chr1",1162362,1163017,"ompA",5
"1194","chr1",2366829,2367009,"ompC",9
"1195","chr1",1091482,1092891,"ompF",7
"1196","chr1",1551281,1552012,"ompN",12
"1197","chr1",3660546,3661035,"ompR",7
"1198","chr1",2079222,2079448,"ompS",7
"1199","chr1",1828853,1829267,"ompW",4
"1200","chr1",900115,901702,"ompX",4
"1201","chr1",1841295,1841615,"oppA",11
"1202","chr1",1839602,1841294,"oppB",9
"1203","chr1",1838560,1839492,"oppC",7
"1204","chr1",1837637,1838557,"oppD",6
"1205","chr1",1836618,1837636,"oppF",7
"1206","chr1",2974858,2976003,"oraA",1
"1207","chr1",1476158,1476801,"orf242",16
"1208","chr1",1464797,1466030,"orf245",13
"1209","chr1",1475251,1475979,"orf319",5
"1210","chr1",1464048,1464792,"orf32",11
"1211","chr1",1466346,1469400,"orf408",18
"1212","chr1",1463096,1463992,"orf48",12
"1213","chr1",3014432,3015002,"orgA",5
"1214","chr1",4595420,4596166,"orn",4
"1215","chr1",1645161,1645389,"osmC",2
"1216","chr1",1391785,1392118,"osmE",7
"1217","chr1",4816621,4816804,"osmY",6
"1218","chr1",2024693,2025552,"otsA",13
"1219","chr1",2026129,2026693,"otsB",9
"1220","chr1",4343993,4345408,"oxyR",6
"1221","chr1",3620362,3620953,"pabA",4
"1222","chr1",1922516,1923109,"pabB",16
"1223","chr1",1282602,1283603,"pabC",6
"1224","chr1",1332234,1332798,"pagD",6
"1225","chr1",692906,693127,"pagP",10
"1226","chr1",817819,818616,"pal",14
"1227","chr1",213398,213873,"panB",13
"1228","chr1",212486,213288,"panC",14
"1229","chr1",211506,212373,"panD",2
"1230","chr1",3553736,3554617,"panF",7
"1231","chr1",3339323,3340196,"parC",40
"1232","chr1",3345889,3346469,"parE",14
"1233","chr1",2667763,2672709,"pbpC",17
"1234","chr1",2266636,2267234,"pbpG",12
"1235","chr1",3658268,3659616,"pckA",9
"1236","chr1",3068485,3069226,"pcm",5
"1237","chr1",215433,216374,"pcnB",17
"1238","chr1",1690977,1691211,"pdgL",17
"1239","chr1",176227,178903,"pdhR",5
"1240","chr1",2117232,2117936,"pduA",1
"1241","chr1",2119624,2120304,"pduC",19
"1242","chr1",2120313,2120840,"pduD",19
"1243","chr1",2120844,2122664,"pduE",4
"1244","chr1",2116837,2117127,"pduF",1
"1245","chr1",2122665,2123022,"pduG",18
"1246","chr1",2123033,2123316,"pduH",7
"1247","chr1",2123320,2123794,"pduJ",4
"1248","chr1",2123795,2124425,"pduK",9
"1249","chr1",2124426,2124917,"pduL",2
"1250","chr1",2124918,2125201,"pduM",7
"1251","chr1",2125205,2126212,"pduN",3
"1252","chr1",2126213,2127612,"pduO",15
"1253","chr1",2127618,2128725,"pduP",31
"1254","chr1",2128726,2130084,"pduQ",16
"1255","chr1",2130085,2130637,"pduS",18
"1256","chr1",2130638,2130995,"pduT",8
"1257","chr1",2130995,2131429,"pduU",1
"1258","chr1",2131430,2132651,"pduV",9
"1259","chr1",2132709,2133611,"pduW",12
"1260","chr1",2133645,2133993,"pduX",14
"1261","chr1",104470,105767,"pdxA",9
"1262","chr1",2483580,2484591,"pdxB",4
"1263","chr1",1523466,1524752,"pdxH",13
"1264","chr1",2723186,2723914,"pdxJ",5
"1265","chr1",2548498,2549794,"pdxK",11
"1266","chr1",1525731,1526348,"pdxY",7
"1267","chr1",4722021,4722140,"pepA",18
"1268","chr1",2677648,2677857,"pepB",16
"1269","chr1",362662,363138,"pepD",14
"1270","chr1",4414770,4414871,"pepE",6
"1271","chr1",1146875,1147959,"pepN",17
"1272","chr1",3220988,3221572,"pepP",8
"1273","chr1",4193025,4193647,"pepQ",15
"1274","chr1",1314636,1315974,"pepT",17
"1275","chr1",2607957,2609433,"perM",13
"1276","chr1",4273503,4274498,"pfkA",4
"1277","chr1",1406287,1407060,"pfkB",9
"1278","chr1",1053607,1053936,"pflA",4
"1279","chr1",1057441,1058474,"pflB",16
"1280","chr1",914965,915713,"pflE",8
"1281","chr1",913788,914697,"pflF",37
"1282","chr1",242840,244363,"pfs",11
