chrm,start,end,gene
chr1,1054059,1055023,STM0972
chr1,1055099,1057510,pflB
chr1,1057441,1058474,focA
chr1,1058703,1060463,ycaO
chr1,1060583,1061292,ycaP
chr1,1061470,1062566,serC
chr1,1062637,1063920,aroA
chr1,1064050,1064824,ycaL
chr1,1064803,1065680,cmk
chr1,1065699,1067467,rpsA
chr1,1067568,1067907,himD
chr1,1068128,1070401,ycaI
chr1,1070426,1072186,msbA
chr1,1072166,1073160,lpxK
chr1,1073192,1074436,ycaQ
chr1,1074480,1074670,ycaR
chr1,1074651,1075413,kdsB
chr1,1075608,1076517,STM0989
chr1,1076497,1077288,ycbC
chr1,1077308,1078212,smtA
chr1,1078194,1079527,mukF
chr1,1079501,1080212,mukE
chr1,1080201,1084678,mukB
chr1,1085010,1086864,ycbB
chr1,1087124,1087672,ycbK
chr1,1087690,1088347,ycbL
chr1,1088409,1089612,aspC
chr1,1089784,1090975,ompF
chr1,1091482,1092891,asnS
chr1,1093083,1093550,STM1001
chr1,1093850,1095075,STM1002
chr1,1095314,1096756,STM1003
chr1,1096834,1098221,pncB
chr1,1098231,1099531,STM1005
chr1,1099568,1099823,STM1006
chr1,1099857,1100104,STM1007
chr1,1100139,1101300,STM1008
chr1,1101259,1104151,STM1009
chr1,1104271,1104570,STM1010
chr1,1104743,1105009,STM1011
chr1,1105053,1105468,STM1012
chr1,1105788,1106162,STM1013
chr1,1106241,1107230,STM1014
chr1,1107221,1107982,STM1015
chr1,1107987,1108340,STM1016
chr1,1108331,1108648,STM1017
chr1,1108726,1109016,STM1018
chr1,1109302,1109541,STM1019
chr1,1109951,1110559,STM1020
chr1,1110762,1111379,STM1021
chr1,1111498,1112309,STM1022
chr1,1112372,1112693,STM1023
chr1,1112860,1112992,STM1024
chr1,1113128,1113583,STM1025
chr1,1113938,1114456,STM1026
chr1,1114977,1115229,STM1027
chr1,1115204,1115665,STM1028
chr1,1115677,1116162,STM1029
chr1,1116362,1116903,STM1030
chr1,1116854,1118998,STM1031
chr1,1119426,1120745,STM1032
chr1,1120662,1122750,STM1033
chr1,1122834,1123164,STM1034
chr1,1123152,1123456,STM1035
chr1,1123429,1124003,STM1036
chr1,1123992,1124401,STM1037
chr1,1124406,1125162,STM1038
chr1,1125200,1125606,STM1039
chr1,1125597,1125932,STM1040
chr1,1126006,1128999,STM1041
chr1,1128991,1129328,STM1042
chr1,1129427,1129924,STM1043
chr1,1130041,1130580,sodC
chr1,1130658,1131359,STM1045
chr1,1131363,1132106,STM1046
chr1,1131997,1132708,STM1047
chr1,1132772,1135227,STM1048
chr1,1136453,1138902,STM1049
chr1,1138890,1139483,STM1050
chr1,1139954,1140927,sseI
chr1,1141575,1142214,STM1053
chr1,1142270,1142575,STM1054
chr1,1142554,1143243,STM1055
chr1,1143511,1143702,STM1056
chr1,1144119,1146741,pepN
chr1,1146875,1147959,pyrD
chr1,1148119,1148667,ycbW
chr1,1148664,1149786,STM1060
chr1,1149872,1151980,ycbY
chr1,1151981,1153900,uup
chr1,1153904,1155168,pqiA
chr1,1155157,1156813,pqiB
chr1,1156798,1157373,ymbA
chr1,1157615,1157796,rmf
chr1,1157896,1158479,fabA
chr1,1158483,1160243,lonH
chr1,1160409,1160881,ycbG
chr1,1160953,1162133,ompA
chr1,1162362,1163017,sulA
chr1,1163078,1163693,yccR
chr1,1163680,1165833,yccS
chr1,1165852,1166318,yccF
chr1,1166406,1168476,helD
chr1,1168512,1168983,mgsA
chr1,1169065,1169739,yccT
chr1,1169888,1170314,STM1078
chr1,1170359,1170685,yccV
chr1,1170734,1171958,yccW
chr1,1172149,1172708,STM1081
chr1,1172728,1173513,STM1082
chr1,1173549,1173843,yccX
chr1,1173840,1174179,yccK
chr1,1174256,1174915,yccA
chr1,1175309,1175393,serT
chr1,1175536,1176224,pipA
chr1,1176438,1177320,pipB
chr1,1177531,1177851,STM1089
chr1,1177861,1178208,pipC
chr1,1178219,1179912,sopB
chr1,1180229,1180406,orfX
chr1,1180407,1180524,STM1093
chr1,1180626,1182100,pipD
chr1,1182268,1183651,copS
chr1,1183625,1184377,copR
chr1,1184429,1184851,STM1097
chr1,1185184,1185708,hpaC
chr1,1185714,1187283,hpaB
chr1,1187494,1187938,hpaR
chr1,1188201,1189498,hpaG
chr1,1189481,1190961,hpaE
chr1,1190958,1191814,hpaD
chr1,1191818,1192204,hpaF
chr1,1192336,1193150,hpaH
chr1,1193154,1193952,hpaI
chr1,1194017,1195400,hpaX
chr1,1195402,1196306,hpaA
chr1,1196316,1197258,STM1109
chr1,1197666,1198040,STM1110
chr1,1198682,1199002,yccD
chr1,1198987,1199999,cbpA
chr1,1200137,1200504,scsA
chr1,1200547,1202439,scsB
chr1,1202429,1203059,scsC
chr1,1203044,1203555,scsD
chr1,1203676,1204929,agp
chr1,1204963,1205203,yccJ
chr1,1205211,1205821,wraB
chr1,1206186,1206359,ymdF
chr1,1206483,1207134,ycdC
chr1,1207131,1207533,STM1123
chr1,1207585,1211547,putA
chr1,1211904,1213477,putP
chr1,1214284,1215158,phoH
chr1,1215264,1216153,STM1127
chr1,1216430,1217938,STM1128
chr1,1218263,1218949,STM1129
chr1,1219449,1220609,STM1130
chr1,1220643,1221347,STM1131
chr1,1221618,1222910,STM1132
chr1,1222913,1224027,STM1133
chr1,1224732,1224816,serX
chr1,1225044,1225993,ycdW
chr1,1226065,1226814,ycdX
chr1,1226824,1227392,ycdY
chr1,1227445,1227975,ycdZ
chr1,1228014,1228860,csgG
chr1,1228874,1229302,csgF
chr1,1229317,1229726,csgE
chr1,1229717,1230380,csgD
chr1,1231000,1231577,csgB
chr1,1231605,1232074,csgA
chr1,1232127,1232462,csgC
chr1,1232582,1232913,ymdA
chr1,1232988,1233541,STM1147
chr1,1233480,1234964,ymdC
chr1,1234981,1236153,mdoC
chr1,1236311,1237942,mdoG
chr1,1237935,1240478,mdoH
chr1,1240542,1240779,yceK
chr1,1240780,1241167,msyB
chr1,1241236,1242460,yceE
chr1,1242605,1243535,htrB
chr1,1243730,1244797,yceA
chr1,1244849,1245437,yceI
chr1,1245421,1246004,STM1158
chr1,1246256,1246379,yceO
chr1,1246410,1247537,solA
chr1,1247641,1247907,yceP
chr1,1248185,1248442,dinI
chr1,1248504,1249628,pyrC
chr1,1249655,1250225,yceB
chr1,1250340,1250997,grxB
chr1,1251051,1252267,yceL
chr1,1252476,1253080,rimJ
chr1,1253097,1253763,yceH
chr1,1253752,1254688,mviM
chr1,1254942,1256527,mviN
chr1,1256609,1257031,flgN
chr1,1257036,1257341,flgM
chr1,1257421,1258094,flgA
chr1,1258229,1258653,flgB
chr1,1258643,1259061,flgC
chr1,1259061,1259771,flgD
chr1,1259786,1261009,flgE
chr1,1261017,1261785,flgF
chr1,1261788,1262581,flgG
chr1,1262630,1263334,flgH
chr1,1263337,1264443,flgI
chr1,1264429,1265393,flgJ
chr1,1265447,1267119,flgK
chr1,1267119,1268087,flgL
chr1,1268344,1271547,rne
chr1,1272121,1273080,rluC
chr1,1273236,1273979,STM1188
chr1,1274481,1275077,yceF
chr1,1275222,1275784,yceD
chr1,1275822,1276009,rpmF
chr1,1276126,1277222,plsX
chr1,1277302,1278255,fabH
chr1,1278259,1279200,fabD
chr1,1279203,1279947,fabG
chr1,1280087,1280339,acpP
chr1,1280412,1281666,fabF
chr1,1281779,1282599,pabC
chr1,1282602,1283624,yceG
chr1,1283604,1284255,tmk
chr1,1284238,1285256,holB
chr1,1285257,1286064,ycfH
chr1,1286342,1287792,ptsG
chr1,1287877,1290063,fhuE
chr1,1290381,1290752,ycfF
chr1,1290742,1291129,ycfL
chr1,1291128,1291781,ycfM
chr1,1291753,1292586,ycfN
chr1,1292585,1293622,nagZ
chr1,1293636,1294189,ycfP
chr1,1294327,1295748,ndh
chr1,1295913,1296466,ycfJ
chr1,1296541,1297192,ycfQ
chr1,1297406,1297675,ycfR
chr1,1297772,1298751,ycfS
chr1,1298885,1302349,mfd
chr1,1302558,1303868,ycfU
chr1,1303848,1304562,ycfV
chr1,1304548,1305806,ycfW
chr1,1305824,1306746,ycfX
chr1,1306756,1307586,cobB
chr1,1307668,1308727,potD
chr1,1308739,1309532,potC
chr1,1309834,1310844,sifA
chr1,1311173,1312052,potB
chr1,1312020,1313156,potA
chr1,1313395,1314636,pepT
chr1,1314636,1315974,STM1228
chr1,1316014,1317148,ycfD
chr1,1317216,1318679,phoQ
chr1,1318679,1319365,phoP
chr1,1319477,1320862,purB
chr1,1320851,1321550,ycfC
chr1,1321579,1322739,trmU
chr1,1322739,1323210,ymfB
chr1,1323212,1323549,STM1236
chr1,1323538,1324203,ymfC
chr1,1324219,1325625,icdA
chr1,1326065,1327197,STM1239
chr1,1328179,1328972,envF
chr1,1329456,1329702,msgA
chr1,1329886,1330411,envE
chr1,1330822,1331045,STM1243
chr1,1331166,1331437,pagD
chr1,1332234,1332798,pagC
chr1,1333199,1333272,STM1247
chr1,1334035,1334385,STM1249
chr1,1335077,1335354,STM1250
chr1,1335498,1335973,STM1251
chr1,1336306,1337355,STM1252
chr1,1337438,1337981,STM1253
chr1,1338117,1338436,STM1254
chr1,1339105,1340747,STM1255
chr1,1340741,1341721,STM1256
chr1,1341704,1342523,STM1257
chr1,1342510,1343314,STM1258
chr1,1343301,1343898,STM1259
chr1,1343980,1345119,STM1260
chr1,1345300,1345633,STM1261
chr1,1345637,1345710,STM1262
chr1,1345815,1346477,STM1263
chr1,1346579,1347374,aadA
chr1,1347512,1348112,STM1265
chr1,1348176,1349029,STM1266
chr1,1349284,1349542,STM1267
chr1,1349611,1349764,STM1268
chr1,1349836,1350388,STM1269
chr1,1350570,1351223,yeaS
chr1,1351385,1351758,yeaR
chr1,1351745,1351943,yoaG
chr1,1352168,1352814,STM1273
chr1,1353120,1353377,yeaQ
chr1,1353799,1354061,yaoF
chr1,1354125,1354441,STM1276
chr1,1354427,1354786,yeaO
chr1,1354893,1356094,yeaN
chr1,1356166,1356972,yeaM
chr1,1356952,1357398,yeaL
chr1,1357592,1357711,STM1281
chr1,1357708,1358240,yeaK
chr1,1358276,1359786,yeaJ
chr1,1360410,1361707,yeaH
chr1,1361819,1363767,yeaG
chr1,1364165,1364926,mipA
chr1,1365216,1366412,STM1287
chr1,1366503,1367366,STM1288
chr1,1367465,1368361,yeaD
chr1,1368684,1369691,gapA
chr1,1369983,1370434,yeaA
chr1,1370460,1370754,yeaC
chr1,1371106,1371774,pncA
chr1,1371789,1372822,ansA
chr1,1372901,1374769,sppA
chr1,1374917,1375482,ydjA
chr1,1375588,1376643,selD
chr1,1376648,1378597,topB
chr1,1378627,1379985,gdhA
chr1,1380198,1380484,STM1300
chr1,1380444,1380860,STM1301
chr1,1380933,1381751,xthA
chr1,1382176,1383411,astC
chr1,1383392,1384436,astA
chr1,1384419,1385911,astD
chr1,1385900,1387251,astB
chr1,1387231,1388212,astE
chr1,1388532,1389033,spy
chr1,1389108,1390016,STM1309
chr1,1390110,1390948,nadE
chr1,1391028,1391497,osmE
chr1,1391785,1392118,celA
chr1,1392187,1393559,celB
chr1,1393599,1393957,celC
chr1,1393958,1394810,celD
chr1,1394923,1396290,celF
chr1,1396293,1397061,celG
chr1,1397105,1399372,katE
chr1,1399662,1399964,cedA
chr1,1400066,1401470,ydjN
chr1,1401594,1402193,ydjM
chr1,1402331,1403013,yniC
chr1,1403137,1403684,yniB
chr1,1403727,1404602,STM1324
chr1,1404694,1404994,ydiZ
chr1,1405081,1406025,pfkB
chr1,1406287,1407060,ydiY
chr1,1407109,1408075,STM1328
chr1,1408204,1408525,STM1329
chr1,1408515,1409376,STM1330
chr1,1409545,1409755,STM1331
chr1,1410078,1411306,rfc
chr1,1412182,1414121,thrS
chr1,1414213,1414667,infC
chr1,1414748,1414960,rpmI
chr1,1414998,1415367,rplT
chr1,1415659,1416652,pheS
chr1,1416656,1419055,pheT
chr1,1418921,1419359,himA
chr1,1419553,1420542,btuC
chr1,1420622,1421185,btuE
chr1,1421185,1421934,btuD
chr1,1421996,1422475,nlpC
chr1,1422781,1423502,ydiV
chr1,1423553,1425006,ydiU
chr1,1425041,1425232,ydiE
chr1,1425389,1426471,aroH
chr1,1426591,1427437,ydiA
chr1,1427610,1430139,pps
chr1,1430181,1431833,ydiD
chr1,1431911,1432220,ydiT
chr1,1432201,1433501,ydiS
chr1,1433544,1434495,ydiR
chr1,1434501,1435276,ydiQ
chr1,1435719,1436618,ydiP
chr1,1436694,1437858,ydiO
chr1,1437859,1439412,ydiF
chr1,1439608,1440377,aroD
chr1,1440411,1441289,ydiB
chr1,1441344,1442595,ydiN
chr1,1442943,1444162,ydiM
chr1,1444295,1444654,ydiL
chr1,1444822,1444928,rprA
chr1,1445112,1446246,ydiK
chr1,1446477,1449551,ydiJ
chr1,1449534,1449958,STM1366
chr1,1450009,1450245,ydiH
chr1,1450533,1451885,STM1368
chr1,1452295,1452674,sufA
chr1,1452672,1454170,sufB
chr1,1454176,1454933,sufC
chr1,1454895,1456179,sufD
chr1,1456163,1457396,sufS
chr1,1457401,1457825,ynhA
chr1,1457967,1458981,ynhG
chr1,1459048,1459287,lppB
chr1,1459370,1459619,lpp
chr1,1459917,1461452,pykF
chr1,1461731,1463080,orf48
chr1,1463096,1463992,orf32
chr1,1464048,1464792,orf245
chr1,1464797,1466030,orf408
chr1,1466346,1469416,ttrA
chr1,1469401,1470431,ttrC
chr1,1470424,1471176,ttrB
chr1,1471334,1473118,ttrS
chr1,1473088,1473713,ttrR
chr1,1473792,1474023,orf70
chr1,1474119,1475089,orf319
chr1,1475251,1475979,orf242
chr1,1476158,1476801,ssrB
chr1,1476827,1479596,ssrA
chr1,1479990,1480391,ssaB
chr1,1480387,1481886,ssaC
chr1,1481867,1483078,ssaD
chr1,1483080,1483328,ssaE
chr1,1483585,1483918,sseA
chr1,1483919,1484515,sseB
chr1,1484507,1484985,sscA
chr1,1484980,1486442,sseC
chr1,1486451,1487045,sseD
chr1,1487042,1487464,sseE
chr1,1487516,1487950,sscB
chr1,1487962,1488748,sseF
chr1,1488741,1489434,sseG
chr1,1489521,1489743,ssaG
chr1,1489778,1490011,ssaH
chr1,1490023,1490271,ssaI
chr1,1490262,1491017,ssaJ
chr1,1491035,1491583,STM1410
chr1,1491574,1492254,ssaK
chr1,1492216,1493236,ssaL
chr1,1493288,1493662,ssaM
chr1,1493640,1495692,ssaV
chr1,1495674,1496983,ssaN
chr1,1496986,1497363,ssaO
chr1,1497339,1497718,ssaP
chr1,1497692,1498667,ssaQ
chr1,1498732,1499382,ssaR
chr1,1499375,1499645,ssaS
chr1,1499641,1500425,ssaT
chr1,1500417,1501480,ssaU
chr1,1501631,1501704,valW
chr1,1501718,1501791,valV
chr1,1501953,1503337,ydhE
chr1,1503529,1504184,ribE
chr1,1504226,1505385,cfa
chr1,1505664,1506880,ydhC
chr1,1506972,1507914,ydhB
chr1,1507911,1509032,purR
chr1,1509404,1509998,sodB
chr1,1510112,1510966,ydhO
chr1,1511254,1511615,ydhD
chr1,1511693,1512340,rnt
chr1,1512441,1512861,gloA
chr1,1512917,1514025,nemA
chr1,1514073,1514672,ydhM
chr1,1514764,1515014,ydhL
chr1,1515053,1515961,ydhF
chr1,1516033,1516562,sodC
chr1,1516538,1518583,STM1441
chr1,1518577,1519473,ydhJ
chr1,1519440,1519690,ydhI
chr1,1519865,1520311,slyA
chr1,1520359,1520840,slyB
chr1,1521087,1522219,ydhH
chr1,1522289,1522636,ydhA
chr1,1522695,1523351,pdxH
chr1,1523466,1524752,tyrS
chr1,1524801,1525672,pdxY
chr1,1525731,1526348,gst
chr1,1526441,1527955,ydgR
chr1,1528548,1529196,nth
chr1,1529183,1529888,ydgQ
chr1,1529878,1530509,ydgP
chr1,1530502,1531569,ydgO
chr1,1531561,1533778,STM1457
chr1,1533761,1534358,ydgM
chr1,1534339,1534931,STM1459
chr1,1534997,1535448,ydgK
chr1,1535526,1535756,ydgT
chr1,1536297,1537412,ydgJ
chr1,1537487,1538488,add
chr1,1539192,1540713,ydgA
chr1,1540803,1541990,manA
chr1,1542178,1543824,fumA
chr1,1543884,1545395,fumC
chr1,1545392,1546321,tus
chr1,1546397,1547711,rstB
chr1,1547809,1549522,STM1472
chr1,1549668,1550813,ompN
chr1,1551281,1552012,rstA
chr1,1552133,1552474,ydgC
chr1,1552536,1553928,ydgI
chr1,1554217,1555174,ydgH
chr1,1555562,1557217,pntA
chr1,1557216,1558616,pntB
chr1,1558791,1559836,STM1481
chr1,1560230,1560605,ydgF
chr1,1560579,1560921,ydgE
chr1,1560961,1561782,STM1484
chr1,1562051,1562346,STM1485
chr1,1562694,1563958,ynfM
chr1,1564067,1564966,ynfL
chr1,1565081,1566314,mlc
chr1,1566428,1567135,ynfK
chr1,1567091,1568380,STM1490
chr1,1568516,1569670,STM1491
chr1,1569664,1570318,STM1492
chr1,1570321,1571230,STM1493
chr1,1571252,1571968,STM1494
chr1,1572267,1572881,ynfI
chr1,1572924,1573794,STM1496
chr1,1573783,1574412,STM1497
chr1,1574411,1576846,STM1498
chr1,1576945,1579395,STM1499
chr1,1579540,1579857,ynfD
chr1,1579943,1580662,ynfC
chr1,1580703,1581274,speG
chr1,1581299,1581652,ynfB
chr1,1581793,1582119,ynfA
chr1,1582230,1583455,rspA
chr1,1583454,1584485,rspB
chr1,1584539,1585516,ydfJ
chr1,1586051,1587528,ydfI
chr1,1587595,1587812,ydfZ
chr1,1587979,1588673,ydfH
chr1,1588795,1589554,ydfG
chr1,1589668,1591722,dcp
chr1,1592060,1592249,STM1513
chr1,1592369,1592911,ydeJ
chr1,1593312,1593715,ydeI
chr1,1594407,1595602,ydeE
chr1,1595813,1596724,ydeD
chr1,1596843,1597070,marB
chr1,1597087,1597540,marA
chr1,1597490,1598122,marR
chr1,1598164,1598848,marC
chr1,1598895,1600085,ydeA
chr1,1600201,1601082,yneJ
chr1,1601166,1602564,yneI
chr1,1602625,1603563,yneH
chr1,1603544,1603922,yneG
chr1,1604132,1605093,STM1527
chr1,1605149,1605691,STM1528
chr1,1605534,1605866,STM1529
chr1,1606403,1607526,STM1530
chr1,1607667,1608015,STM1531
chr1,1608021,1608914,STM1532
chr1,1608896,1609963,STM1533
chr1,1609975,1610392,STM1534
chr1,1610382,1610685,STM1535
chr1,1610681,1611296,STM1536
chr1,1611295,1612042,STM1537
chr1,1611989,1613797,STM1538
chr1,1613794,1614902,STM1539
chr1,1615319,1616417,STM1540
chr1,1616457,1617254,STM1541
chr1,1617313,1618344,STM1542
chr1,1618313,1619606,STM1543
chr1,1619776,1621332,pqaA
chr1,1621402,1622648,STM1545
chr1,1622633,1624152,STM1546
chr1,1624178,1624674,STM1547
chr1,1624906,1625946,STM1548
chr1,1625998,1626399,STM1549
chr1,1626558,1626848,STM1550
chr1,1626832,1627088,STM1551
chr1,1627912,1628820,STM1552
chr1,1630398,1631871,STM1554
chr1,1632123,1633130,STM1555
chr1,1633267,1634725,STM1556
chr1,1634727,1635940,STM1557
chr1,1636053,1638135,STM1558
chr1,1638185,1640719,STM1559
chr1,1640710,1642500,STM1560
chr1,1642623,1643414,STM1561
chr1,1643551,1643894,STM1562
chr1,1644230,1644674,osmC
chr1,1645161,1645389,yddX
chr1,1645473,1645627,rpsV
chr1,1645804,1647501,sfcA
chr1,1647775,1648797,adhP
chr1,1648888,1649557,fdnI
chr1,1649537,1650432,fdnH
chr1,1650435,1653489,fdnG
chr1,1653807,1654641,yddG
chr1,1655153,1656254,nmpC
chr1,1656398,1656778,STM1573
chr1,1656803,1658295,smvA
chr1,1658402,1658986,STM1575
chr1,1659191,1660589,narU
chr1,1660668,1664421,narZ
chr1,1664404,1665962,narY
chr1,1665951,1666657,narW
chr1,1666644,1667334,narV
chr1,1667427,1668333,yddE
chr1,1668369,1669227,nhoA
chr1,1669498,1670137,STM1583
chr1,1670632,1672136,ansP
chr1,1672213,1672441,STM1585
chr1,1672579,1673652,STM1586
chr1,1673893,1676024,yncD
chr1,1676091,1676773,yncC
chr1,1677090,1678160,yncB
chr1,1678327,1678854,yncA
chr1,1678840,1679303,ydcZ
chr1,1679308,1679552,ydcY
chr1,1679760,1681084,srfA
chr1,1681083,1684070,srfB
chr1,1684062,1686211,srfC
chr1,1686256,1686528,ydcX
chr1,1686828,1688287,ydcW
chr1,1688388,1689812,ydcR
chr1,1689948,1690725,pdgL
chr1,1690977,1691211,STM1600
chr1,1691240,1691646,ugtL
chr1,1692171,1693125,sifB
chr1,1693388,1693629,yncJ
chr1,1693630,1695612,ydcP
chr1,1695673,1696220,ydcN
chr1,1696291,1697478,STM1606
chr1,1697532,1698213,STM1607
chr1,1698356,1698962,tehB
chr1,1698939,1699952,tehA
chr1,1700046,1701039,ydcK
chr1,1701036,1701587,rimL
chr1,1701780,1702910,STM1612
chr1,1702901,1703188,STM1613
chr1,1703188,1704512,STM1614
chr1,1704511,1705332,STM1615
chr1,1705448,1705901,STM1616
chr1,1705901,1706545,STM1617
chr1,1706545,1707352,STM1618
chr1,1707344,1707789,STM1619
chr1,1707836,1709043,STM1620
chr1,1709050,1709625,STM1621
chr1,1709821,1711494,ydcG
chr1,1711696,1713211,STM1623
chr1,1713253,1714612,STM1624
chr1,1714889,1715812,ydcI
chr1,1715873,1717504,trg
chr1,1717667,1718798,STM1627
chr1,1718817,1719103,STM1628
chr1,1719608,1720016,STM1629
chr1,1720145,1720861,STM1630
chr1,1721280,1722513,sseJ
chr1,1722634,1722978,STM1632
chr1,1723877,1724646,STM1633
chr1,1724647,1725300,STM1634
chr1,1725318,1726056,STM1635
chr1,1726047,1726733,STM1636
chr1,1726863,1728420,STM1637
chr1,1729109,1729546,STM1638
chr1,1729817,1730358,cybB
chr1,1730464,1731275,ydcF
chr1,1731328,1735230,hrpA
chr1,1735419,1736036,acpD
chr1,1736033,1736482,STM1643
chr1,1736625,1736957,ydbL
chr1,1736956,1737158,ynbE
chr1,1737147,1739800,ydbH
chr1,1740009,1741012,ldhA
chr1,1741113,1741533,hslJ
chr1,1741577,1741843,STM1649
chr1,1741754,1742058,STM1650
chr1,1742108,1745643,nifJ
chr1,1746114,1746559,ynaF
chr1,1746609,1746964,STM1653
chr1,1747290,1748238,ydaO
chr1,1748282,1749655,dbpA
chr1,1750142,1751136,STM1656
chr1,1751271,1752430,STM1657
chr1,1752836,1753413,ydaL
chr1,1753649,1754172,ogt
chr1,1754273,1755120,fnr
chr1,1755258,1756218,ydaA
chr1,1756273,1756539,ynaJ
chr1,1756748,1757797,ynaI
chr1,1757883,1758485,STM1664
chr1,1758522,1759215,STM1665
chr1,1759687,1760244,STM1667
chr1,1760343,1761179,STM1668
chr1,1761194,1763184,STM1669
chr1,1763251,1764101,STM1670
chr1,1764383,1765247,STM1671
chr1,1765638,1766747,STM1672
chr1,1766961,1767215,STM1673
chr1,1767326,1767923,STM1674
chr1,1767982,1768707,STM1675
chr1,1768798,1769672,STM1676
chr1,1769941,1770851,STM1677
chr1,1770959,1771894,STM1678
chr1,1771991,1773615,mppA
chr1,1773794,1774522,ycjI
chr1,1774497,1775473,ycjG
chr1,1775565,1776084,tpx
chr1,1776174,1777837,tyrR
chr1,1777863,1778940,ycjF
chr1,1778921,1780337,ycjX
chr1,1780467,1780793,pspE
chr1,1780857,1781084,pspD
chr1,1781098,1781472,pspC
chr1,1781457,1781692,pspB
chr1,1781741,1782421,pspA
chr1,1782565,1783560,pspF
chr1,1783672,1785321,sapA
chr1,1785304,1786283,sapB
chr1,1786260,1787160,sapC
chr1,1787152,1788152,sapD
chr1,1788138,1788960,sapF
chr1,1789089,1789692,STM1697
chr1,1790151,1791531,STM1698
chr1,1791559,1791738,STM1698A
chr1,1791708,1792012,ycjE
chr1,1792117,1792918,fabI
chr1,1793118,1794098,yciW
chr1,1794158,1796274,rnb
chr1,1796527,1798518,yciR
chr1,1798906,1799658,yciT
chr1,1799843,1800135,osmB
chr1,1800255,1800589,yciH
chr1,1800581,1801329,pyrF
chr1,1801509,1802693,yciM
chr1,1802685,1803005,yciS
chr1,1803143,1803918,pgpB
chr1,1804091,1804693,ribA
chr1,1804749,1807432,acnA
chr1,1808401,1809569,cysB
chr1,1809786,1812392,topA
chr1,1812774,1813037,yciN
chr1,1813079,1814137,sohB
chr1,1814352,1815124,yciK
chr1,1815108,1815711,btuR
chr1,1815798,1816684,yciL
chr1,1816774,1817403,yciO
chr1,1817402,1818283,trpH
chr1,1818341,1818449,trpL
chr1,1818534,1820106,trpE
chr1,1820092,1821701,trpD
chr1,1821643,1823063,trpC
chr1,1823062,1824266,trpB
chr1,1824253,1825072,trpA
chr1,1825539,1825734,yciG
chr1,1825808,1826327,yciF
chr1,1826389,1826907,yciE
chr1,1826919,1827805,STM1731
chr1,1827887,1828536,ompW
chr1,1828853,1829267,STM1733
chr1,1829282,1830036,yciC
chr1,1830080,1830632,yciB
chr1,1830793,1831194,yciA
chr1,1831254,1832052,tonB
chr1,1832192,1832502,yciI
chr1,1832846,1834322,cls
chr1,1834344,1834685,yciU
chr1,1834733,1835575,STM1741
chr1,1835617,1836632,oppF
chr1,1836618,1837638,oppD
chr1,1837637,1838557,oppC
chr1,1838560,1839492,oppB
chr1,1839602,1841396,oppA
chr1,1841295,1841615,STM1747
chr1,1841998,1842657,ychE
chr1,1843110,1845800,adhE
chr1,1845997,1846634,tdk
chr1,1847151,1847690,hns
chr1,1847822,1848744,galU
chr1,1848933,1849959,hnr
chr1,1850037,1850942,ychK
chr1,1851040,1851511,ychJ
chr1,1851546,1852404,purU
chr1,1852564,1852645,tyrT
chr1,1852677,1852819,rtT
chr1,1852853,1852934,tyrV
chr1,1853720,1855255,STM1760
chr1,1855491,1856184,narI
chr1,1856168,1856892,narJ
chr1,1856875,1858424,narH
chr1,1858407,1862248,narG
chr1,1862538,1864130,narK
chr1,1864160,1866072,narX
chr1,1866052,1866715,narL
chr1,1866716,1868153,ychP
chr1,1868300,1868670,ychN
chr1,1868750,1868989,chaB
chr1,1869234,1870347,chaA
chr1,1870401,1871266,kdsA
chr1,1871293,1872114,ychA
chr1,1872106,1872562,sirC
chr1,1872492,1873333,hemK
chr1,1873325,1874425,prfA
chr1,1874448,1875724,hemA
chr1,1876001,1876641,lolB
chr1,1876626,1877489,ipk
chr1,1877687,1878702,prsA
chr1,1878851,1880512,ychM
chr1,1880557,1880845,ychH
chr1,1881087,1881695,pth
chr1,1881797,1882903,ychF
chr1,1883062,1884332,STM1785
chr1,1884759,1885940,STM1786
chr1,1885923,1887730,STM1787
chr1,1887736,1888480,STM1788
chr1,1888466,1889073,STM1789
chr1,1889047,1889467,STM1790
chr1,1889450,1890312,STM1791
chr1,1890376,1891931,STM1792
chr1,1891931,1893079,STM1793
chr1,1893087,1893181,STM1794
chr1,1893520,1894850,STM1795
chr1,1894974,1896776,treA
chr1,1896839,1897112,ymgE
chr1,1897247,1897996,ycgR
chr1,1898010,1898634,emtA
chr1,1898781,1899706,ycgQ
chr1,1899787,1901536,ycgO
chr1,1901599,1902680,dadX
chr1,1902683,1904086,dadA
chr1,1904292,1905836,ycgB
chr1,1905883,1906616,fadR
chr1,1906809,1908366,nhaB
chr1,1908495,1909038,dsbB
chr1,1909141,1909488,STM1808
chr1,1909560,1909746,STM1809
chr1,1909925,1910067,STM1810
chr1,1910414,1910894,ycgN
chr1,1910953,1911623,ycgM
chr1,1911662,1911994,ycgL
chr1,1912072,1912788,minC
chr1,1912801,1913624,minD
chr1,1913617,1913894,minE
chr1,1914016,1915154,rnd
chr1,1915216,1916912,fadD
chr1,1917106,1917700,slp
chr1,1917759,1918465,yeaZ
chr1,1918512,1920433,yoaA
chr1,1920541,1920897,yoaB
chr1,1920903,1921094,yoaH
chr1,1921151,1922527,pabB
chr1,1922516,1923109,yeaB
chr1,1923360,1924737,sdaA
